Month,Type,Value,Year,Unit,Month_num
February,East,7.1,2013,Occupancy rate of rooms,2
February,Capital region,73.6,2013,Occupancy rate of rooms,2
February,North,26.1,2013,Occupancy rate of rooms,2
February,South,37.6,2013,Occupancy rate of rooms,2
February,Southwest,42.6,2013,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",35.3,2013,Occupancy rate of rooms,2
February,Total,45.9,2013,Occupancy rate of beds,2
February,East,5.4,2013,Occupancy rate of beds,2
February,Capital region,58.2,2013,Occupancy rate of beds,2
February,North,21.9,2013,Occupancy rate of beds,2
February,South,33.4,2013,Occupancy rate of beds,2
February,Southwest,35.3,2013,Occupancy rate of beds,2
February,"West, Westfjords from 2007",33.3,2013,Occupancy rate of beds,2
March,Total,59.1,2013,Occupancy rate of rooms,3
March,East,13.7,2013,Occupancy rate of rooms,3
March,Capital region,76.0,2013,Occupancy rate of rooms,3
March,North,32.9,2013,Occupancy rate of rooms,3
March,South,39.9,2013,Occupancy rate of rooms,3
March,Southwest,44.5,2013,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",38.9,2013,Occupancy rate of rooms,3
March,Total,48.6,2013,Occupancy rate of beds,3
March,East,11.9,2013,Occupancy rate of beds,3
March,Capital region,59.9,2013,Occupancy rate of beds,3
March,North,30.8,2013,Occupancy rate of beds,3
March,South,34.4,2013,Occupancy rate of beds,3
March,Southwest,41.9,2013,Occupancy rate of beds,3
March,"West, Westfjords from 2007",36.3,2013,Occupancy rate of beds,3
April,Total,50.9,2013,Occupancy rate of rooms,4
April,East,16.1,2013,Occupancy rate of rooms,4
April,Capital region,68.4,2013,Occupancy rate of rooms,4
April,North,21.3,2013,Occupancy rate of rooms,4
April,South,28.9,2013,Occupancy rate of rooms,4
April,Southwest,54.6,2013,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",22.4,2013,Occupancy rate of rooms,4
April,Total,39.3,2013,Occupancy rate of beds,4
April,East,10.9,2013,Occupancy rate of beds,4
April,Capital region,51.4,2013,Occupancy rate of beds,4
April,North,18.5,2013,Occupancy rate of beds,4
April,South,25.4,2013,Occupancy rate of beds,4
April,Southwest,33.2,2013,Occupancy rate of beds,4
April,"West, Westfjords from 2007",19.9,2013,Occupancy rate of beds,4
May,Total,57.1,2013,Occupancy rate of rooms,5
May,East,27.7,2013,Occupancy rate of rooms,5
May,Capital region,71.3,2013,Occupancy rate of rooms,5
May,North,38.2,2013,Occupancy rate of rooms,5
May,South,38.2,2013,Occupancy rate of rooms,5
May,Southwest,58.2,2013,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",34.2,2013,Occupancy rate of rooms,5
May,Total,45.8,2013,Occupancy rate of beds,5
May,East,23.9,2013,Occupancy rate of beds,5
May,Capital region,54.2,2013,Occupancy rate of beds,5
May,North,33.6,2013,Occupancy rate of beds,5
May,South,34.5,2013,Occupancy rate of beds,5
May,Southwest,48.1,2013,Occupancy rate of beds,5
May,"West, Westfjords from 2007",30.1,2013,Occupancy rate of beds,5
June,Total,77.2,2013,Occupancy rate of rooms,6
June,East,55.2,2013,Occupancy rate of rooms,6
June,Capital region,85.9,2013,Occupancy rate of rooms,6
June,North,59.4,2013,Occupancy rate of rooms,6
June,South,70.8,2013,Occupancy rate of rooms,6
June,Southwest,72.6,2013,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",63.3,2013,Occupancy rate of rooms,6
June,Total,65.5,2013,Occupancy rate of beds,6
June,East,50.8,2013,Occupancy rate of beds,6
June,Capital region,67.8,2013,Occupancy rate of beds,6
June,North,60.8,2013,Occupancy rate of beds,6
June,South,70.2,2013,Occupancy rate of beds,6
June,Southwest,54.2,2013,Occupancy rate of beds,6
June,"West, Westfjords from 2007",56.8,2013,Occupancy rate of beds,6
July,Total,89.7,2013,Occupancy rate of rooms,7
July,East,80.3,2013,Occupancy rate of rooms,7
July,Capital region,92.2,2013,Occupancy rate of rooms,7
July,North,87.0,2013,Occupancy rate of rooms,7
July,South,89.0,2013,Occupancy rate of rooms,7
July,Southwest,89.5,2013,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",80.2,2013,Occupancy rate of rooms,7
July,Total,77.8,2013,Occupancy rate of beds,7
July,East,82.9,2013,Occupancy rate of beds,7
July,Capital region,75.7,2013,Occupancy rate of beds,7
July,North,78.2,2013,Occupancy rate of beds,7
July,South,82.7,2013,Occupancy rate of beds,7
July,Southwest,84.0,2013,Occupancy rate of beds,7
July,"West, Westfjords from 2007",75.7,2013,Occupancy rate of beds,7
August,Total,83.3,2013,Occupancy rate of rooms,8
August,East,78.6,2013,Occupancy rate of rooms,8
August,Capital region,88.6,2013,Occupancy rate of rooms,8
August,North,77.2,2013,Occupancy rate of rooms,8
August,South,76.2,2013,Occupancy rate of rooms,8
August,Southwest,77.3,2013,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",73.2,2013,Occupancy rate of rooms,8
August,Total,70.8,2013,Occupancy rate of beds,8
August,East,71.0,2013,Occupancy rate of beds,8
August,Capital region,71.6,2013,Occupancy rate of beds,8
August,North,71.1,2013,Occupancy rate of beds,8
August,South,70.3,2013,Occupancy rate of beds,8
August,Southwest,69.8,2013,Occupancy rate of beds,8
August,"West, Westfjords from 2007",64.7,2013,Occupancy rate of beds,8
September,Total,61.3,2013,Occupancy rate of rooms,9
September,East,37.6,2013,Occupancy rate of rooms,9
September,Capital region,72.7,2013,Occupancy rate of rooms,9
September,North,46.9,2013,Occupancy rate of rooms,9
September,South,48.8,2013,Occupancy rate of rooms,9
September,Southwest,56.0,2013,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",37.5,2013,Occupancy rate of rooms,9
September,Total,47.2,2013,Occupancy rate of beds,9
September,East,28.4,2013,Occupancy rate of beds,9
September,Capital region,53.3,2013,Occupancy rate of beds,9
September,North,39.9,2013,Occupancy rate of beds,9
September,South,41.4,2013,Occupancy rate of beds,9
September,Southwest,42.7,2013,Occupancy rate of beds,9
September,"West, Westfjords from 2007",33.3,2013,Occupancy rate of beds,9
October,Total,55.6,2013,Occupancy rate of rooms,10
October,East,15.1,2013,Occupancy rate of rooms,10
October,Capital region,71.1,2013,Occupancy rate of rooms,10
October,North,41.6,2013,Occupancy rate of rooms,10
October,South,35.3,2013,Occupancy rate of rooms,10
October,Southwest,48.6,2013,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",26.3,2013,Occupancy rate of rooms,10
October,Total,43.4,2013,Occupancy rate of beds,10
October,East,12.2,2013,Occupancy rate of beds,10
October,Capital region,53.0,2013,Occupancy rate of beds,10
October,North,33.4,2013,Occupancy rate of beds,10
October,South,31.4,2013,Occupancy rate of beds,10
October,Southwest,41.9,2013,Occupancy rate of beds,10
October,"West, Westfjords from 2007",22.4,2013,Occupancy rate of beds,10
November,Total,52.5,2013,Occupancy rate of rooms,11
November,East,13.9,2013,Occupancy rate of rooms,11
November,Capital region,71.5,2013,Occupancy rate of rooms,11
November,North,26.6,2013,Occupancy rate of rooms,11
November,South,24.3,2013,Occupancy rate of rooms,11
November,Southwest,40.5,2013,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",19.4,2013,Occupancy rate of rooms,11
November,Total,40.9,2013,Occupancy rate of beds,11
November,East,10.3,2013,Occupancy rate of beds,11
November,Capital region,54.0,2013,Occupancy rate of beds,11
November,North,21.1,2013,Occupancy rate of beds,11
November,South,21.2,2013,Occupancy rate of beds,11
November,Southwest,33.6,2013,Occupancy rate of beds,11
November,"West, Westfjords from 2007",17.0,2013,Occupancy rate of beds,11
December,Total,42.4,2013,Occupancy rate of rooms,12
December,East,7.7,2013,Occupancy rate of rooms,12
December,Capital region,57.0,2013,Occupancy rate of rooms,12
December,North,17.8,2013,Occupancy rate of rooms,12
December,South,22.2,2013,Occupancy rate of rooms,12
December,Southwest,42.0,2013,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",11.5,2013,Occupancy rate of rooms,12
December,Total,34.8,2013,Occupancy rate of beds,12
December,East,6.9,2013,Occupancy rate of beds,12
December,Capital region,45.5,2013,Occupancy rate of beds,12
December,North,14.7,2013,Occupancy rate of beds,12
December,South,20.3,2013,Occupancy rate of beds,12
December,Southwest,35.1,2013,Occupancy rate of beds,12
December,"West, Westfjords from 2007",10.3,2013,Occupancy rate of beds,12
January,Total,43.4,2014,Occupancy rate of rooms,1
January,East,7.4,2014,Occupancy rate of rooms,1
January,Capital region,59.3,2014,Occupancy rate of rooms,1
January,North,17.0,2014,Occupancy rate of rooms,1
January,South,20.3,2014,Occupancy rate of rooms,1
January,Southwest,32.9,2014,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",16.4,2014,Occupancy rate of rooms,1
January,Total,35.0,2014,Occupancy rate of beds,1
January,East,5.1,2014,Occupancy rate of beds,1
January,Capital region,46.8,2014,Occupancy rate of beds,1
January,North,13.5,2014,Occupancy rate of beds,1
January,South,18.4,2014,Occupancy rate of beds,1
January,Southwest,29.3,2014,Occupancy rate of beds,1
January,"West, Westfjords from 2007",12.8,2014,Occupancy rate of beds,1
February,Total,60.6,2014,Occupancy rate of rooms,2
February,East,9.1,2014,Occupancy rate of rooms,2
February,Capital region,81.4,2014,Occupancy rate of rooms,2
February,North,30.9,2014,Occupancy rate of rooms,2
February,South,33.1,2014,Occupancy rate of rooms,2
February,Southwest,55.0,2014,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",28.6,2014,Occupancy rate of rooms,2
February,Total,49.8,2014,Occupancy rate of beds,2
February,East,7.6,2014,Occupancy rate of beds,2
February,Capital region,65.1,2014,Occupancy rate of beds,2
February,North,25.7,2014,Occupancy rate of beds,2
February,South,29.7,2014,Occupancy rate of beds,2
February,Southwest,48.4,2014,Occupancy rate of beds,2
February,"West, Westfjords from 2007",23.6,2014,Occupancy rate of beds,2
March,Total,63.0,2014,Occupancy rate of rooms,3
March,East,30.4,2014,Occupancy rate of rooms,3
March,Capital region,84.5,2014,Occupancy rate of rooms,3
March,North,27.8,2014,Occupancy rate of rooms,3
March,South,35.8,2014,Occupancy rate of rooms,3
March,Southwest,46.2,2014,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",32.3,2014,Occupancy rate of rooms,3
March,Total,52.7,2014,Occupancy rate of beds,3
March,East,20.0,2014,Occupancy rate of beds,3
March,Capital region,69.4,2014,Occupancy rate of beds,3
March,North,23.5,2014,Occupancy rate of beds,3
March,South,31.0,2014,Occupancy rate of beds,3
March,Southwest,41.5,2014,Occupancy rate of beds,3
March,"West, Westfjords from 2007",29.2,2014,Occupancy rate of beds,3
April,Total,54.0,2014,Occupancy rate of rooms,4
April,East,14.9,2014,Occupancy rate of rooms,4
April,Capital region,72.5,2014,Occupancy rate of rooms,4
April,North,36.2,2014,Occupancy rate of rooms,4
April,South,30.2,2014,Occupancy rate of rooms,4
April,Southwest,42.9,2014,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",21.5,2014,Occupancy rate of rooms,4
April,Total,44.4,2014,Occupancy rate of beds,4
April,East,12.8,2014,Occupancy rate of beds,4
April,Capital region,57.4,2014,Occupancy rate of beds,4
April,North,30.4,2014,Occupancy rate of beds,4
April,South,27.4,2014,Occupancy rate of beds,4
April,Southwest,39.9,2014,Occupancy rate of beds,4
April,"West, Westfjords from 2007",18.7,2014,Occupancy rate of beds,4
May,Total,58.9,2014,Occupancy rate of rooms,5
May,East,31.7,2014,Occupancy rate of rooms,5
May,Capital region,74.8,2014,Occupancy rate of rooms,5
May,North,40.4,2014,Occupancy rate of rooms,5
May,South,38.4,2014,Occupancy rate of rooms,5
May,Southwest,55.8,2014,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",33.9,2014,Occupancy rate of rooms,5
May,Total,48.2,2014,Occupancy rate of beds,5
May,East,26.2,2014,Occupancy rate of beds,5
May,Capital region,58.6,2014,Occupancy rate of beds,5
May,North,33.9,2014,Occupancy rate of beds,5
May,South,34.1,2014,Occupancy rate of beds,5
May,Southwest,52.6,2014,Occupancy rate of beds,5
May,"West, Westfjords from 2007",31.7,2014,Occupancy rate of beds,5
June,Total,76.0,2014,Occupancy rate of rooms,6
June,East,57.7,2014,Occupancy rate of rooms,6
June,Capital region,87.0,2014,Occupancy rate of rooms,6
June,North,69.3,2014,Occupancy rate of rooms,6
June,South,60.9,2014,Occupancy rate of rooms,6
June,Southwest,68.1,2014,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",62.3,2014,Occupancy rate of rooms,6
June,Total,63.6,2014,Occupancy rate of beds,6
June,East,53.4,2014,Occupancy rate of beds,6
June,Capital region,68.8,2014,Occupancy rate of beds,6
June,North,61.4,2014,Occupancy rate of beds,6
June,South,54.1,2014,Occupancy rate of beds,6
June,Southwest,65.3,2014,Occupancy rate of beds,6
June,"West, Westfjords from 2007",57.6,2014,Occupancy rate of beds,6
July,Total,86.8,2014,Occupancy rate of rooms,7
July,East,85.4,2014,Occupancy rate of rooms,7
July,Capital region,90.7,2014,Occupancy rate of rooms,7
July,North,87.3,2014,Occupancy rate of rooms,7
July,South,79.4,2014,Occupancy rate of rooms,7
July,Southwest,78.8,2014,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",84.1,2014,Occupancy rate of rooms,7
July,Total,75.9,2014,Occupancy rate of beds,7
July,East,81.8,2014,Occupancy rate of beds,7
July,Capital region,76.1,2014,Occupancy rate of beds,7
July,North,79.6,2014,Occupancy rate of beds,7
July,South,71.6,2014,Occupancy rate of beds,7
July,Southwest,74.1,2014,Occupancy rate of beds,7
July,"West, Westfjords from 2007",79.0,2014,Occupancy rate of beds,7
August,Total,84.8,2014,Occupancy rate of rooms,8
August,East,79.7,2014,Occupancy rate of rooms,8
August,Capital region,90.2,2014,Occupancy rate of rooms,8
August,North,81.4,2014,Occupancy rate of rooms,8
August,South,77.6,2014,Occupancy rate of rooms,8
August,Southwest,81.9,2014,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",73.6,2014,Occupancy rate of rooms,8
August,Total,73.0,2014,Occupancy rate of beds,8
August,East,75.1,2014,Occupancy rate of beds,8
August,Capital region,73.1,2014,Occupancy rate of beds,8
August,North,74.7,2014,Occupancy rate of beds,8
August,South,70.8,2014,Occupancy rate of beds,8
August,Southwest,79.1,2014,Occupancy rate of beds,8
August,"West, Westfjords from 2007",70.1,2014,Occupancy rate of beds,8
September,Total,64.9,2014,Occupancy rate of rooms,9
September,East,39.2,2014,Occupancy rate of rooms,9
September,Capital region,78.3,2014,Occupancy rate of rooms,9
September,North,57.2,2014,Occupancy rate of rooms,9
September,South,44.2,2014,Occupancy rate of rooms,9
September,Southwest,57.7,2014,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",52.6,2014,Occupancy rate of rooms,9
September,Total,52.9,2014,Occupancy rate of beds,9
September,East,35.1,2014,Occupancy rate of beds,9
September,Capital region,60.4,2014,Occupancy rate of beds,9
September,North,48.5,2014,Occupancy rate of beds,9
September,South,39.9,2014,Occupancy rate of beds,9
September,Southwest,51.0,2014,Occupancy rate of beds,9
September,"West, Westfjords from 2007",48.2,2014,Occupancy rate of beds,9
October,Total,57.9,2014,Occupancy rate of rooms,10
October,East,16.1,2014,Occupancy rate of rooms,10
October,Capital region,77.2,2014,Occupancy rate of rooms,10
October,North,37.7,2014,Occupancy rate of rooms,10
October,South,36.2,2014,Occupancy rate of rooms,10
October,Southwest,48.4,2014,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",26.8,2014,Occupancy rate of rooms,10
October,Total,47.6,2014,Occupancy rate of beds,10
October,East,13.7,2014,Occupancy rate of beds,10
October,Capital region,60.2,2014,Occupancy rate of beds,10
October,North,31.7,2014,Occupancy rate of beds,10
October,South,33.6,2014,Occupancy rate of beds,10
October,Southwest,47.7,2014,Occupancy rate of beds,10
October,"West, Westfjords from 2007",25.3,2014,Occupancy rate of beds,10
November,Total,53.2,2014,Occupancy rate of rooms,11
November,East,10.2,2014,Occupancy rate of rooms,11
November,Capital region,74.7,2014,Occupancy rate of rooms,11
November,North,23.5,2014,Occupancy rate of rooms,11
November,South,25.4,2014,Occupancy rate of rooms,11
November,Southwest,47.7,2014,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",21.7,2014,Occupancy rate of rooms,11
November,Total,44.1,2014,Occupancy rate of beds,11
November,East,7.9,2014,Occupancy rate of beds,11
November,Capital region,60.2,2014,Occupancy rate of beds,11
November,North,19.5,2014,Occupancy rate of beds,11
November,South,22.7,2014,Occupancy rate of beds,11
November,Southwest,39.1,2014,Occupancy rate of beds,11
November,"West, Westfjords from 2007",21.5,2014,Occupancy rate of beds,11
December,Total,43.0,2014,Occupancy rate of rooms,12
December,East,3.7,2014,Occupancy rate of rooms,12
December,Capital region,62.0,2014,Occupancy rate of rooms,12
December,North,13.8,2014,Occupancy rate of rooms,12
December,South,18.2,2014,Occupancy rate of rooms,12
December,Southwest,39.2,2014,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",11.8,2014,Occupancy rate of rooms,12
December,Total,36.1,2014,Occupancy rate of beds,12
December,East,3.4,2014,Occupancy rate of beds,12
December,Capital region,50.4,2014,Occupancy rate of beds,12
December,North,12.3,2014,Occupancy rate of beds,12
December,South,16.6,2014,Occupancy rate of beds,12
December,Southwest,36.6,2014,Occupancy rate of beds,12
December,"West, Westfjords from 2007",10.9,2014,Occupancy rate of beds,12
January,Total,50.0,2015,Occupancy rate of rooms,1
January,East,5.9,2015,Occupancy rate of rooms,1
January,Capital region,72.7,2015,Occupancy rate of rooms,1
January,North,17.6,2015,Occupancy rate of rooms,1
January,South,18.8,2015,Occupancy rate of rooms,1
January,Southwest,37.3,2015,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",24.9,2015,Occupancy rate of rooms,1
January,Total,41.0,2015,Occupancy rate of beds,1
January,East,4.8,2015,Occupancy rate of beds,1
January,Capital region,57.6,2015,Occupancy rate of beds,1
January,North,14.4,2015,Occupancy rate of beds,1
January,South,16.8,2015,Occupancy rate of beds,1
January,Southwest,36.3,2015,Occupancy rate of beds,1
January,"West, Westfjords from 2007",22.2,2015,Occupancy rate of beds,1
February,Total,62.6,2015,Occupancy rate of rooms,2
February,East,8.4,2015,Occupancy rate of rooms,2
February,Capital region,87.6,2015,Occupancy rate of rooms,2
February,North,25.6,2015,Occupancy rate of rooms,2
February,South,37.4,2015,Occupancy rate of rooms,2
February,Southwest,60.2,2015,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",31.5,2015,Occupancy rate of rooms,2
February,Total,53.4,2015,Occupancy rate of beds,2
February,East,6.3,2015,Occupancy rate of beds,2
February,Capital region,72.6,2015,Occupancy rate of beds,2
February,North,23.0,2015,Occupancy rate of beds,2
February,South,33.9,2015,Occupancy rate of beds,2
February,Southwest,54.8,2015,Occupancy rate of beds,2
February,"West, Westfjords from 2007",27.5,2015,Occupancy rate of beds,2
March,Total,62.0,2015,Occupancy rate of rooms,3
March,East,14.4,2015,Occupancy rate of rooms,3
March,Capital region,84.5,2015,Occupancy rate of rooms,3
March,North,24.7,2015,Occupancy rate of rooms,3
March,South,42.9,2015,Occupancy rate of rooms,3
March,Southwest,61.8,2015,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",32.1,2015,Occupancy rate of rooms,3
March,Total,53.2,2015,Occupancy rate of beds,3
March,East,11.6,2015,Occupancy rate of beds,3
March,Capital region,70.8,2015,Occupancy rate of beds,3
March,North,21.9,2015,Occupancy rate of beds,3
March,South,38.1,2015,Occupancy rate of beds,3
March,Southwest,55.2,2015,Occupancy rate of beds,3
March,"West, Westfjords from 2007",29.9,2015,Occupancy rate of beds,3
April,Total,52.1,2015,Occupancy rate of rooms,4
April,East,15.6,2015,Occupancy rate of rooms,4
April,Capital region,70.0,2015,Occupancy rate of rooms,4
April,North,29.5,2015,Occupancy rate of rooms,4
April,South,32.8,2015,Occupancy rate of rooms,4
April,Southwest,54.8,2015,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",26.3,2015,Occupancy rate of rooms,4
April,Total,44.1,2015,Occupancy rate of beds,4
April,East,11.2,2015,Occupancy rate of beds,4
April,Capital region,57.4,2015,Occupancy rate of beds,4
April,North,26.0,2015,Occupancy rate of beds,4
April,South,29.6,2015,Occupancy rate of beds,4
April,Southwest,50.7,2015,Occupancy rate of beds,4
April,"West, Westfjords from 2007",24.7,2015,Occupancy rate of beds,4
May,Total,60.9,2015,Occupancy rate of rooms,5
May,East,35.5,2015,Occupancy rate of rooms,5
May,Capital region,75.0,2015,Occupancy rate of rooms,5
May,North,41.2,2015,Occupancy rate of rooms,5
May,South,44.3,2015,Occupancy rate of rooms,5
May,Southwest,71.5,2015,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",43.4,2015,Occupancy rate of rooms,5
May,Total,51.0,2015,Occupancy rate of beds,5
May,East,28.8,2015,Occupancy rate of beds,5
May,Capital region,60.6,2015,Occupancy rate of beds,5
May,North,34.6,2015,Occupancy rate of beds,5
May,South,39.2,2015,Occupancy rate of beds,5
May,Southwest,64.0,2015,Occupancy rate of beds,5
May,"West, Westfjords from 2007",44.0,2015,Occupancy rate of beds,5
June,Total,76.6,2015,Occupancy rate of rooms,6
June,East,65.3,2015,Occupancy rate of rooms,6
June,Capital region,81.3,2015,Occupancy rate of rooms,6
June,North,64.1,2015,Occupancy rate of rooms,6
June,South,72.7,2015,Occupancy rate of rooms,6
June,Southwest,83.7,2015,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",71.7,2015,Occupancy rate of rooms,6
June,Total,64.2,2015,Occupancy rate of beds,6
June,East,57.4,2015,Occupancy rate of beds,6
June,Capital region,65.1,2015,Occupancy rate of beds,6
June,North,55.8,2015,Occupancy rate of beds,6
June,South,64.0,2015,Occupancy rate of beds,6
June,Southwest,75.3,2015,Occupancy rate of beds,6
June,"West, Westfjords from 2007",67.6,2015,Occupancy rate of beds,6
July,Total,88.3,2015,Occupancy rate of rooms,7
July,East,89.9,2015,Occupancy rate of rooms,7
July,Capital region,89.9,2015,Occupancy rate of rooms,7
July,North,78.5,2015,Occupancy rate of rooms,7
July,South,89.3,2015,Occupancy rate of rooms,7
July,Southwest,88.2,2015,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",86.9,2015,Occupancy rate of rooms,7
July,Total,77.4,2015,Occupancy rate of beds,7
July,East,78.8,2015,Occupancy rate of beds,7
July,Capital region,76.1,2015,Occupancy rate of beds,7
July,North,70.3,2015,Occupancy rate of beds,7
July,South,84.2,2015,Occupancy rate of beds,7
July,Southwest,75.7,2015,Occupancy rate of beds,7
July,"West, Westfjords from 2007",80.6,2015,Occupancy rate of beds,7
August,Total,83.7,2015,Occupancy rate of rooms,8
August,East,84.8,2015,Occupancy rate of rooms,8
August,Capital region,85.8,2015,Occupancy rate of rooms,8
August,North,75.7,2015,Occupancy rate of rooms,8
August,South,84.3,2015,Occupancy rate of rooms,8
August,Southwest,82.4,2015,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",75.7,2015,Occupancy rate of rooms,8
August,Total,72.9,2015,Occupancy rate of beds,8
August,East,76.9,2015,Occupancy rate of beds,8
August,Capital region,71.6,2015,Occupancy rate of beds,8
August,North,67.8,2015,Occupancy rate of beds,8
August,South,77.9,2015,Occupancy rate of beds,8
August,Southwest,76.0,2015,Occupancy rate of beds,8
August,"West, Westfjords from 2007",72.3,2015,Occupancy rate of beds,8
September,Total,66.6,2015,Occupancy rate of rooms,9
September,East,47.6,2015,Occupancy rate of rooms,9
September,Capital region,74.4,2015,Occupancy rate of rooms,9
September,North,54.6,2015,Occupancy rate of rooms,9
September,South,58.5,2015,Occupancy rate of rooms,9
September,Southwest,69.7,2015,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",54.6,2015,Occupancy rate of rooms,9
September,Total,55.9,2015,Occupancy rate of beds,9
September,East,42.9,2015,Occupancy rate of beds,9
September,Capital region,59.5,2015,Occupancy rate of beds,9
September,North,46.4,2015,Occupancy rate of beds,9
September,South,54.0,2015,Occupancy rate of beds,9
September,Southwest,60.7,2015,Occupancy rate of beds,9
September,"West, Westfjords from 2007",51.7,2015,Occupancy rate of beds,9
October,Total,60.6,2015,Occupancy rate of rooms,10
October,East,14.9,2015,Occupancy rate of rooms,10
October,Capital region,76.0,2015,Occupancy rate of rooms,10
October,North,32.4,2015,Occupancy rate of rooms,10
October,South,48.5,2015,Occupancy rate of rooms,10
October,Southwest,61.1,2015,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",34.1,2015,Occupancy rate of rooms,10
October,Total,50.5,2015,Occupancy rate of beds,10
October,East,12.4,2015,Occupancy rate of beds,10
October,Capital region,61.4,2015,Occupancy rate of beds,10
October,North,26.7,2015,Occupancy rate of beds,10
October,South,42.8,2015,Occupancy rate of beds,10
October,Southwest,57.9,2015,Occupancy rate of beds,10
October,"West, Westfjords from 2007",32.0,2015,Occupancy rate of beds,10
November,Total,55.4,2015,Occupancy rate of rooms,11
November,East,10.9,2015,Occupancy rate of rooms,11
November,Capital region,75.8,2015,Occupancy rate of rooms,11
November,North,24.0,2015,Occupancy rate of rooms,11
November,South,30.2,2015,Occupancy rate of rooms,11
November,Southwest,44.9,2015,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",23.5,2015,Occupancy rate of rooms,11
November,Total,46.4,2015,Occupancy rate of beds,11
November,East,9.2,2015,Occupancy rate of beds,11
November,Capital region,62.4,2015,Occupancy rate of beds,11
November,North,18.8,2015,Occupancy rate of beds,11
November,South,27.4,2015,Occupancy rate of beds,11
November,Southwest,37.1,2015,Occupancy rate of beds,11
November,"West, Westfjords from 2007",22.1,2015,Occupancy rate of beds,11
December,Total,46.6,2015,Occupancy rate of rooms,12
December,East,6.3,2015,Occupancy rate of rooms,12
December,Capital region,65.6,2015,Occupancy rate of rooms,12
December,North,14.0,2015,Occupancy rate of rooms,12
December,South,23.9,2015,Occupancy rate of rooms,12
December,Southwest,39.2,2015,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",13.3,2015,Occupancy rate of rooms,12
December,Total,39.5,2015,Occupancy rate of beds,12
December,East,4.2,2015,Occupancy rate of beds,12
December,Capital region,54.4,2015,Occupancy rate of beds,12
December,North,11.7,2015,Occupancy rate of beds,12
December,South,22.4,2015,Occupancy rate of beds,12
December,Southwest,36.6,2015,Occupancy rate of beds,12
December,"West, Westfjords from 2007",11.8,2015,Occupancy rate of beds,12
January,Total,49.6,2016,Occupancy rate of rooms,1
January,East,7.4,2016,Occupancy rate of rooms,1
January,Capital region,71.5,2016,Occupancy rate of rooms,1
January,North,17.0,2016,Occupancy rate of rooms,1
January,South,23.5,2016,Occupancy rate of rooms,1
January,Southwest,39.7,2016,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",15.8,2016,Occupancy rate of rooms,1
January,Total,40.9,2016,Occupancy rate of beds,1
January,East,5.6,2016,Occupancy rate of beds,1
January,Capital region,58.0,2016,Occupancy rate of beds,1
January,North,13.9,2016,Occupancy rate of beds,1
January,South,21.3,2016,Occupancy rate of beds,1
January,Southwest,37.4,2016,Occupancy rate of beds,1
January,"West, Westfjords from 2007",12.9,2016,Occupancy rate of beds,1
February,Total,67.9,2016,Occupancy rate of rooms,2
February,East,13.1,2016,Occupancy rate of rooms,2
February,Capital region,91.7,2016,Occupancy rate of rooms,2
February,North,26.9,2016,Occupancy rate of rooms,2
February,South,48.7,2016,Occupancy rate of rooms,2
February,Southwest,58.8,2016,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",31.3,2016,Occupancy rate of rooms,2
February,Total,59.4,2016,Occupancy rate of beds,2
February,East,11.2,2016,Occupancy rate of beds,2
February,Capital region,78.8,2016,Occupancy rate of beds,2
February,North,22.4,2016,Occupancy rate of beds,2
February,South,44.7,2016,Occupancy rate of beds,2
February,Southwest,64.2,2016,Occupancy rate of beds,2
