Month,Type,Value,Year,Unit,Month_num
February,"West, Westfjords from 2007",25.4,2016,Occupancy rate of beds,2
March,Total,69.0,2016,Occupancy rate of rooms,3
March,East,15.9,2016,Occupancy rate of rooms,3
March,Capital region,88.6,2016,Occupancy rate of rooms,3
March,North,35.4,2016,Occupancy rate of rooms,3
March,South,55.7,2016,Occupancy rate of rooms,3
March,Southwest,67.4,2016,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",36.6,2016,Occupancy rate of rooms,3
March,Total,59.8,2016,Occupancy rate of beds,3
March,East,13.3,2016,Occupancy rate of beds,3
March,Capital region,75.5,2016,Occupancy rate of beds,3
March,North,30.4,2016,Occupancy rate of beds,3
March,South,51.5,2016,Occupancy rate of beds,3
March,Southwest,61.5,2016,Occupancy rate of beds,3
March,"West, Westfjords from 2007",31.3,2016,Occupancy rate of beds,3
April,Total,58.8,2016,Occupancy rate of rooms,4
April,East,25.8,2016,Occupancy rate of rooms,4
April,Capital region,72.6,2016,Occupancy rate of rooms,4
April,North,49.0,2016,Occupancy rate of rooms,4
April,South,42.7,2016,Occupancy rate of rooms,4
April,Southwest,54.7,2016,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",33.6,2016,Occupancy rate of rooms,4
April,Total,47.8,2016,Occupancy rate of beds,4
April,East,20.3,2016,Occupancy rate of beds,4
April,Capital region,59.0,2016,Occupancy rate of beds,4
April,North,39.3,2016,Occupancy rate of beds,4
April,South,35.6,2016,Occupancy rate of beds,4
April,Southwest,44.6,2016,Occupancy rate of beds,4
April,"West, Westfjords from 2007",26.1,2016,Occupancy rate of beds,4
May,Total,65.1,2016,Occupancy rate of rooms,5
May,East,40.2,2016,Occupancy rate of rooms,5
May,Capital region,79.4,2016,Occupancy rate of rooms,5
May,North,45.2,2016,Occupancy rate of rooms,5
May,South,52.8,2016,Occupancy rate of rooms,5
May,Southwest,51.1,2016,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",45.1,2016,Occupancy rate of rooms,5
May,Total,53.5,2016,Occupancy rate of beds,5
May,East,35.1,2016,Occupancy rate of beds,5
May,Capital region,61.1,2016,Occupancy rate of beds,5
May,North,40.1,2016,Occupancy rate of beds,5
May,South,49.6,2016,Occupancy rate of beds,5
May,Southwest,50.4,2016,Occupancy rate of beds,5
May,"West, Westfjords from 2007",40.9,2016,Occupancy rate of beds,5
June,Total,81.5,2016,Occupancy rate of rooms,6
June,East,73.3,2016,Occupancy rate of rooms,6
June,Capital region,88.3,2016,Occupancy rate of rooms,6
June,North,69.7,2016,Occupancy rate of rooms,6
June,South,73.8,2016,Occupancy rate of rooms,6
June,Southwest,86.3,2016,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",73.9,2016,Occupancy rate of rooms,6
June,Total,69.8,2016,Occupancy rate of beds,6
June,East,63.2,2016,Occupancy rate of beds,6
June,Capital region,75.6,2016,Occupancy rate of beds,6
June,North,59.3,2016,Occupancy rate of beds,6
June,South,63.9,2016,Occupancy rate of beds,6
June,Southwest,70.4,2016,Occupancy rate of beds,6
June,"West, Westfjords from 2007",63.5,2016,Occupancy rate of beds,6
July,Total,91.7,2016,Occupancy rate of rooms,7
July,East,84.3,2016,Occupancy rate of rooms,7
July,Capital region,94.3,2016,Occupancy rate of rooms,7
July,North,88.2,2016,Occupancy rate of rooms,7
July,South,89.1,2016,Occupancy rate of rooms,7
July,Southwest,98.3,2016,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",86.5,2016,Occupancy rate of rooms,7
July,Total,81.3,2016,Occupancy rate of beds,7
July,East,79.2,2016,Occupancy rate of beds,7
July,Capital region,81.9,2016,Occupancy rate of beds,7
July,North,78.2,2016,Occupancy rate of beds,7
July,South,81.4,2016,Occupancy rate of beds,7
July,Southwest,87.4,2016,Occupancy rate of beds,7
July,"West, Westfjords from 2007",79.2,2016,Occupancy rate of beds,7
August,Total,90.5,2016,Occupancy rate of rooms,8
August,East,84.3,2016,Occupancy rate of rooms,8
August,Capital region,93.1,2016,Occupancy rate of rooms,8
August,North,89.1,2016,Occupancy rate of rooms,8
August,South,87.2,2016,Occupancy rate of rooms,8
August,Southwest,96.7,2016,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",81.9,2016,Occupancy rate of rooms,8
August,Total,79.7,2016,Occupancy rate of beds,8
August,East,78.6,2016,Occupancy rate of beds,8
August,Capital region,79.4,2016,Occupancy rate of beds,8
August,North,81.3,2016,Occupancy rate of beds,8
August,South,81.1,2016,Occupancy rate of beds,8
August,Southwest,86.9,2016,Occupancy rate of beds,8
August,"West, Westfjords from 2007",71.9,2016,Occupancy rate of beds,8
September,Total,77.7,2016,Occupancy rate of rooms,9
September,East,58.1,2016,Occupancy rate of rooms,9
September,Capital region,85.4,2016,Occupancy rate of rooms,9
September,North,71.7,2016,Occupancy rate of rooms,9
September,South,66.4,2016,Occupancy rate of rooms,9
September,Southwest,92.6,2016,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",61.4,2016,Occupancy rate of rooms,9
September,Total,66.4,2016,Occupancy rate of beds,9
September,East,51.3,2016,Occupancy rate of beds,9
September,Capital region,70.4,2016,Occupancy rate of beds,9
September,North,59.6,2016,Occupancy rate of beds,9
September,South,64.4,2016,Occupancy rate of beds,9
September,Southwest,78.7,2016,Occupancy rate of beds,9
September,"West, Westfjords from 2007",53.4,2016,Occupancy rate of beds,9
October,Total,70.9,2016,Occupancy rate of rooms,10
October,East,25.2,2016,Occupancy rate of rooms,10
October,Capital region,85.6,2016,Occupancy rate of rooms,10
October,North,46.8,2016,Occupancy rate of rooms,10
October,South,62.2,2016,Occupancy rate of rooms,10
October,Southwest,86.7,2016,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",36.4,2016,Occupancy rate of rooms,10
October,Total,60.1,2016,Occupancy rate of beds,10
October,East,22.2,2016,Occupancy rate of beds,10
October,Capital region,71.1,2016,Occupancy rate of beds,10
October,North,38.1,2016,Occupancy rate of beds,10
October,South,56.6,2016,Occupancy rate of beds,10
October,Southwest,73.9,2016,Occupancy rate of beds,10
October,"West, Westfjords from 2007",31.3,2016,Occupancy rate of beds,10
November,Total,67.9,2016,Occupancy rate of rooms,11
November,East,14.4,2016,Occupancy rate of rooms,11
November,Capital region,90.8,2016,Occupancy rate of rooms,11
November,North,26.8,2016,Occupancy rate of rooms,11
November,South,48.1,2016,Occupancy rate of rooms,11
November,Southwest,73.6,2016,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",35.4,2016,Occupancy rate of rooms,11
November,Total,56.3,2016,Occupancy rate of beds,11
November,East,11.1,2016,Occupancy rate of beds,11
November,Capital region,74.7,2016,Occupancy rate of beds,11
November,North,18.3,2016,Occupancy rate of beds,11
November,South,43.2,2016,Occupancy rate of beds,11
November,Southwest,59.6,2016,Occupancy rate of beds,11
November,"West, Westfjords from 2007",30.1,2016,Occupancy rate of beds,11
December,Total,63.5,2016,Occupancy rate of rooms,12
December,East,8.4,2016,Occupancy rate of rooms,12
December,Capital region,84.7,2016,Occupancy rate of rooms,12
December,North,16.2,2016,Occupancy rate of rooms,12
December,South,50.4,2016,Occupancy rate of rooms,12
December,Southwest,65.6,2016,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",21.8,2016,Occupancy rate of rooms,12
December,Total,53.9,2016,Occupancy rate of beds,12
December,East,6.4,2016,Occupancy rate of beds,12
December,Capital region,70.9,2016,Occupancy rate of beds,12
December,North,13.2,2016,Occupancy rate of beds,12
December,South,46.2,2016,Occupancy rate of beds,12
December,Southwest,54.4,2016,Occupancy rate of beds,12
December,"West, Westfjords from 2007",18.5,2016,Occupancy rate of beds,12
January,Total,62.2,2017,Occupancy rate of rooms,1
January,East,10.2,2017,Occupancy rate of rooms,1
January,Capital region,82.6,2017,Occupancy rate of rooms,1
January,North,16.7,2017,Occupancy rate of rooms,1
January,South,44.6,2017,Occupancy rate of rooms,1
January,Southwest,65.7,2017,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",26.7,2017,Occupancy rate of rooms,1
January,Total,53.0,2017,Occupancy rate of beds,1
January,East,7.6,2017,Occupancy rate of beds,1
January,Capital region,70.0,2017,Occupancy rate of beds,1
January,North,13.3,2017,Occupancy rate of beds,1
January,South,39.6,2017,Occupancy rate of beds,1
January,Southwest,53.3,2017,Occupancy rate of beds,1
January,"West, Westfjords from 2007",23.1,2017,Occupancy rate of beds,1
February,Total,77.8,2017,Occupancy rate of rooms,2
February,East,16.8,2017,Occupancy rate of rooms,2
February,Capital region,96.0,2017,Occupancy rate of rooms,2
February,North,29.7,2017,Occupancy rate of rooms,2
February,South,67.9,2017,Occupancy rate of rooms,2
February,Southwest,90.1,2017,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",43.1,2017,Occupancy rate of rooms,2
February,Total,67.4,2017,Occupancy rate of beds,2
February,East,13.1,2017,Occupancy rate of beds,2
February,Capital region,83.3,2017,Occupancy rate of beds,2
February,North,24.1,2017,Occupancy rate of beds,2
February,South,60.7,2017,Occupancy rate of beds,2
February,Southwest,72.4,2017,Occupancy rate of beds,2
February,"West, Westfjords from 2007",38.3,2017,Occupancy rate of beds,2
March,Total,74.4,2017,Occupancy rate of rooms,3
March,East,15.0,2017,Occupancy rate of rooms,3
March,Capital region,92.5,2017,Occupancy rate of rooms,3
March,North,34.5,2017,Occupancy rate of rooms,3
March,South,68.0,2017,Occupancy rate of rooms,3
March,Southwest,80.0,2017,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",44.7,2017,Occupancy rate of rooms,3
March,Total,63.2,2017,Occupancy rate of beds,3
March,East,12.9,2017,Occupancy rate of beds,3
March,Capital region,77.1,2017,Occupancy rate of beds,3
March,North,28.9,2017,Occupancy rate of beds,3
March,South,60.3,2017,Occupancy rate of beds,3
March,Southwest,71.9,2017,Occupancy rate of beds,3
March,"West, Westfjords from 2007",36.6,2017,Occupancy rate of beds,3
April,Total,66.0,2017,Occupancy rate of rooms,4
April,East,31.7,2017,Occupancy rate of rooms,4
April,Capital region,79.7,2017,Occupancy rate of rooms,4
April,North,40.6,2017,Occupancy rate of rooms,4
April,South,59.9,2017,Occupancy rate of rooms,4
April,Southwest,68.9,2017,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",35.2,2017,Occupancy rate of rooms,4
April,Total,53.9,2017,Occupancy rate of beds,4
April,East,24.7,2017,Occupancy rate of beds,4
April,Capital region,63.5,2017,Occupancy rate of beds,4
April,North,35.7,2017,Occupancy rate of beds,4
April,South,51.4,2017,Occupancy rate of beds,4
April,Southwest,56.2,2017,Occupancy rate of beds,4
April,"West, Westfjords from 2007",30.5,2017,Occupancy rate of beds,4
May,Total,62.2,2017,Occupancy rate of rooms,5
May,East,37.9,2017,Occupancy rate of rooms,5
May,Capital region,70.6,2017,Occupancy rate of rooms,5
May,North,51.3,2017,Occupancy rate of rooms,5
May,South,54.1,2017,Occupancy rate of rooms,5
May,Southwest,64.0,2017,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",51.4,2017,Occupancy rate of rooms,5
May,Total,51.4,2017,Occupancy rate of beds,5
May,East,32.9,2017,Occupancy rate of beds,5
May,Capital region,56.1,2017,Occupancy rate of beds,5
May,North,46.5,2017,Occupancy rate of beds,5
May,South,47.7,2017,Occupancy rate of beds,5
May,Southwest,52.9,2017,Occupancy rate of beds,5
May,"West, Westfjords from 2007",43.4,2017,Occupancy rate of beds,5
June,Total,80.9,2017,Occupancy rate of rooms,6
June,East,65.0,2017,Occupancy rate of rooms,6
June,Capital region,87.5,2017,Occupancy rate of rooms,6
June,North,72.5,2017,Occupancy rate of rooms,6
June,South,76.9,2017,Occupancy rate of rooms,6
June,Southwest,74.5,2017,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",72.1,2017,Occupancy rate of rooms,6
June,Total,68.1,2017,Occupancy rate of beds,6
June,East,58.1,2017,Occupancy rate of beds,6
June,Capital region,71.6,2017,Occupancy rate of beds,6
June,North,61.2,2017,Occupancy rate of beds,6
June,South,68.7,2017,Occupancy rate of beds,6
June,Southwest,63.3,2017,Occupancy rate of beds,6
June,"West, Westfjords from 2007",61.8,2017,Occupancy rate of beds,6
July,Total,89.2,2017,Occupancy rate of rooms,7
July,East,80.2,2017,Occupancy rate of rooms,7
July,Capital region,92.7,2017,Occupancy rate of rooms,7
July,North,81.6,2017,Occupancy rate of rooms,7
July,South,89.7,2017,Occupancy rate of rooms,7
July,Southwest,89.9,2017,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",79.3,2017,Occupancy rate of rooms,7
July,Total,77.2,2017,Occupancy rate of beds,7
July,East,73.0,2017,Occupancy rate of beds,7
July,Capital region,78.4,2017,Occupancy rate of beds,7
July,North,70.4,2017,Occupancy rate of beds,7
July,South,81.4,2017,Occupancy rate of beds,7
July,Southwest,78.5,2017,Occupancy rate of beds,7
July,"West, Westfjords from 2007",69.4,2017,Occupancy rate of beds,7
August,Total,86.7,2017,Occupancy rate of rooms,8
August,East,86.0,2017,Occupancy rate of rooms,8
August,Capital region,89.4,2017,Occupancy rate of rooms,8
August,North,83.2,2017,Occupancy rate of rooms,8
August,South,88.1,2017,Occupancy rate of rooms,8
August,Southwest,78.3,2017,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",76.5,2017,Occupancy rate of rooms,8
August,Total,75.7,2017,Occupancy rate of beds,8
August,East,76.3,2017,Occupancy rate of beds,8
August,Capital region,77.2,2017,Occupancy rate of beds,8
August,North,72.1,2017,Occupancy rate of beds,8
August,South,80.0,2017,Occupancy rate of beds,8
August,Southwest,66.5,2017,Occupancy rate of beds,8
August,"West, Westfjords from 2007",67.5,2017,Occupancy rate of beds,8
September,Total,75.9,2017,Occupancy rate of rooms,9
September,East,58.9,2017,Occupancy rate of rooms,9
September,Capital region,81.7,2017,Occupancy rate of rooms,9
September,North,66.5,2017,Occupancy rate of rooms,9
September,South,70.9,2017,Occupancy rate of rooms,9
September,Southwest,89.5,2017,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",60.3,2017,Occupancy rate of rooms,9
September,Total,64.5,2017,Occupancy rate of beds,9
September,East,51.5,2017,Occupancy rate of beds,9
September,Capital region,68.8,2017,Occupancy rate of beds,9
September,North,57.8,2017,Occupancy rate of beds,9
September,South,63.7,2017,Occupancy rate of beds,9
September,Southwest,66.6,2017,Occupancy rate of beds,9
September,"West, Westfjords from 2007",52.3,2017,Occupancy rate of beds,9
October,Total,70.2,2017,Occupancy rate of rooms,10
October,East,29.3,2017,Occupancy rate of rooms,10
October,Capital region,83.9,2017,Occupancy rate of rooms,10
October,North,44.6,2017,Occupancy rate of rooms,10
October,South,65.7,2017,Occupancy rate of rooms,10
October,Southwest,73.0,2017,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",45.3,2017,Occupancy rate of rooms,10
October,Total,60.3,2017,Occupancy rate of beds,10
October,East,25.9,2017,Occupancy rate of beds,10
October,Capital region,71.3,2017,Occupancy rate of beds,10
October,North,36.8,2017,Occupancy rate of beds,10
October,South,59.4,2017,Occupancy rate of beds,10
October,Southwest,60.8,2017,Occupancy rate of beds,10
October,"West, Westfjords from 2007",39.1,2017,Occupancy rate of beds,10
November,Total,62.7,2017,Occupancy rate of rooms,11
November,East,12.8,2017,Occupancy rate of rooms,11
November,Capital region,80.5,2017,Occupancy rate of rooms,11
November,North,26.5,2017,Occupancy rate of rooms,11
November,South,54.5,2017,Occupancy rate of rooms,11
November,Southwest,59.7,2017,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",32.3,2017,Occupancy rate of rooms,11
November,Total,53.3,2017,Occupancy rate of beds,11
November,East,10.6,2017,Occupancy rate of beds,11
November,Capital region,68.8,2017,Occupancy rate of beds,11
November,North,21.6,2017,Occupancy rate of beds,11
November,South,45.4,2017,Occupancy rate of beds,11
November,Southwest,49.5,2017,Occupancy rate of beds,11
November,"West, Westfjords from 2007",28.1,2017,Occupancy rate of beds,11
December,Total,57.9,2017,Occupancy rate of rooms,12
December,East,8.3,2017,Occupancy rate of rooms,12
December,Capital region,76.1,2017,Occupancy rate of rooms,12
December,North,16.0,2017,Occupancy rate of rooms,12
December,South,47.8,2017,Occupancy rate of rooms,12
December,Southwest,64.5,2017,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",19.8,2017,Occupancy rate of rooms,12
December,Total,51.0,2017,Occupancy rate of beds,12
December,East,6.9,2017,Occupancy rate of beds,12
December,Capital region,66.7,2017,Occupancy rate of beds,12
December,North,13.8,2017,Occupancy rate of beds,12
December,South,43.0,2017,Occupancy rate of beds,12
December,Southwest,53.1,2017,Occupancy rate of beds,12
December,"West, Westfjords from 2007",18.2,2017,Occupancy rate of beds,12
January,Total,55.7,2018,Occupancy rate of rooms,1
January,East,11.7,2018,Occupancy rate of rooms,1
January,Capital region,73.4,2018,Occupancy rate of rooms,1
January,North,21.2,2018,Occupancy rate of rooms,1
January,South,44.3,2018,Occupancy rate of rooms,1
January,Southwest,54.7,2018,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",21.3,2018,Occupancy rate of rooms,1
January,Total,47.5,2018,Occupancy rate of beds,1
January,East,9.4,2018,Occupancy rate of beds,1
January,Capital region,63.5,2018,Occupancy rate of beds,1
January,North,17.9,2018,Occupancy rate of beds,1
