Month,Citizenship,Value,Year,Unit,Month_num
June,Foreigners,125442.0,2014,Arrivals,6
June,Total,239802.0,2014,Overnight stays,6
June,Icelanders,25749.0,2014,Overnight stays,6
June,Foreigners,214053.0,2014,Overnight stays,6
July,Total,192011.0,2014,Arrivals,7
July,Icelanders,17284.0,2014,Arrivals,7
July,Foreigners,174727.0,2014,Arrivals,7
July,Total,299419.0,2014,Overnight stays,7
July,Icelanders,25717.0,2014,Overnight stays,7
July,Foreigners,273702.0,2014,Overnight stays,7
August,Total,183369.0,2014,Arrivals,8
August,Icelanders,17807.0,2014,Arrivals,8
August,Foreigners,165562.0,2014,Arrivals,8
August,Total,287649.0,2014,Overnight stays,8
August,Icelanders,26870.0,2014,Overnight stays,8
August,Foreigners,260779.0,2014,Overnight stays,8
September,Total,106429.0,2014,Arrivals,9
September,Icelanders,19449.0,2014,Arrivals,9
September,Foreigners,86980.0,2014,Arrivals,9
September,Total,198418.0,2014,Overnight stays,9
September,Icelanders,33108.0,2014,Overnight stays,9
September,Foreigners,165310.0,2014,Overnight stays,9
October,Total,87048.0,2014,Arrivals,10
October,Icelanders,19947.0,2014,Arrivals,10
October,Foreigners,67101.0,2014,Arrivals,10
October,Total,182734.0,2014,Overnight stays,10
October,Icelanders,33255.0,2014,Overnight stays,10
October,Foreigners,149479.0,2014,Overnight stays,10
November,Total,68929.0,2014,Arrivals,11
November,Icelanders,17652.0,2014,Arrivals,11
November,Foreigners,51277.0,2014,Arrivals,11
November,Total,158604.0,2014,Overnight stays,11
November,Icelanders,26871.0,2014,Overnight stays,11
November,Foreigners,131733.0,2014,Overnight stays,11
December,Total,58583.0,2014,Arrivals,12
December,Icelanders,14071.0,2014,Arrivals,12
December,Foreigners,44512.0,2014,Arrivals,12
December,Total,133344.0,2014,Overnight stays,12
December,Icelanders,21400.0,2014,Overnight stays,12
December,Foreigners,111944.0,2014,Overnight stays,12
January,Total,65789.0,2015,Arrivals,1
January,Icelanders,11986.0,2015,Arrivals,1
January,Foreigners,53803.0,2015,Arrivals,1
January,Total,158158.0,2015,Overnight stays,1
January,Icelanders,20542.0,2015,Overnight stays,1
January,Foreigners,137616.0,2015,Overnight stays,1
February,Total,87475.0,2015,Arrivals,2
February,Icelanders,15035.0,2015,Arrivals,2
February,Foreigners,72440.0,2015,Arrivals,2
February,Total,196023.0,2015,Overnight stays,2
February,Icelanders,24991.0,2015,Overnight stays,2
February,Foreigners,171032.0,2015,Overnight stays,2
March,Total,104238.0,2015,Arrivals,3
March,Icelanders,18429.0,2015,Arrivals,3
March,Foreigners,85809.0,2015,Arrivals,3
March,Total,220880.0,2015,Overnight stays,3
March,Icelanders,30318.0,2015,Overnight stays,3
March,Foreigners,190562.0,2015,Overnight stays,3
April,Total,85112.0,2015,Arrivals,4
April,Icelanders,18578.0,2015,Arrivals,4
April,Foreigners,66534.0,2015,Arrivals,4
April,Total,176777.0,2015,Overnight stays,4
April,Icelanders,29919.0,2015,Overnight stays,4
April,Foreigners,146858.0,2015,Overnight stays,4
May,Total,117728.0,2015,Arrivals,5
May,Icelanders,19727.0,2015,Arrivals,5
May,Foreigners,98001.0,2015,Arrivals,5
May,Total,220423.0,2015,Overnight stays,5
May,Icelanders,31392.0,2015,Overnight stays,5
May,Foreigners,189031.0,2015,Overnight stays,5
June,Total,176604.0,2015,Arrivals,6
June,Icelanders,16997.0,2015,Arrivals,6
June,Foreigners,159607.0,2015,Arrivals,6
June,Total,287490.0,2015,Overnight stays,6
June,Icelanders,25907.0,2015,Overnight stays,6
June,Foreigners,261583.0,2015,Overnight stays,6
July,Total,239075.0,2015,Arrivals,7
July,Icelanders,18126.0,2015,Arrivals,7
July,Foreigners,220949.0,2015,Arrivals,7
July,Total,363834.0,2015,Overnight stays,7
July,Icelanders,25470.0,2015,Overnight stays,7
July,Foreigners,338364.0,2015,Overnight stays,7
August,Total,223973.0,2015,Arrivals,8
August,Icelanders,18583.0,2015,Arrivals,8
August,Foreigners,205390.0,2015,Arrivals,8
August,Total,351468.0,2015,Overnight stays,8
August,Icelanders,28196.0,2015,Overnight stays,8
August,Foreigners,323272.0,2015,Overnight stays,8
September,Total,148496.0,2015,Arrivals,9
September,Icelanders,19094.0,2015,Arrivals,9
September,Foreigners,129402.0,2015,Arrivals,9
September,Total,261219.0,2015,Overnight stays,9
September,Icelanders,29643.0,2015,Overnight stays,9
September,Foreigners,231576.0,2015,Overnight stays,9
October,Total,123014.0,2015,Arrivals,10
October,Icelanders,19890.0,2015,Arrivals,10
October,Foreigners,103124.0,2015,Arrivals,10
October,Total,242985.0,2015,Overnight stays,10
October,Icelanders,30437.0,2015,Overnight stays,10
October,Foreigners,212548.0,2015,Overnight stays,10
November,Total,90729.0,2015,Arrivals,11
November,Icelanders,17094.0,2015,Arrivals,11
November,Foreigners,73635.0,2015,Arrivals,11
November,Total,206477.0,2015,Overnight stays,11
November,Icelanders,25308.0,2015,Overnight stays,11
November,Foreigners,181169.0,2015,Overnight stays,11
December,Total,82510.0,2015,Arrivals,12
December,Icelanders,13977.0,2015,Arrivals,12
December,Foreigners,68533.0,2015,Arrivals,12
December,Total,184694.0,2015,Overnight stays,12
December,Icelanders,21156.0,2015,Overnight stays,12
December,Foreigners,163538.0,2015,Overnight stays,12
January,Total,84076.0,2016,Arrivals,1
January,Icelanders,14559.0,2016,Arrivals,1
January,Foreigners,69517.0,2016,Arrivals,1
January,Total,198570.0,2016,Overnight stays,1
January,Icelanders,25622.0,2016,Overnight stays,1
January,Foreigners,172948.0,2016,Overnight stays,1
February,Total,126449.0,2016,Arrivals,2
February,Icelanders,17742.0,2016,Arrivals,2
February,Foreigners,108707.0,2016,Arrivals,2
February,Total,277820.0,2016,Overnight stays,2
February,Icelanders,32047.0,2016,Overnight stays,2
February,Foreigners,245773.0,2016,Overnight stays,2
March,Total,143515.0,2016,Arrivals,3
March,Icelanders,20968.0,2016,Arrivals,3
March,Foreigners,122547.0,2016,Arrivals,3
March,Total,301331.0,2016,Overnight stays,3
March,Icelanders,36438.0,2016,Overnight stays,3
March,Foreigners,264893.0,2016,Overnight stays,3
April,Total,110988.0,2016,Arrivals,4
April,Icelanders,23821.0,2016,Arrivals,4
April,Foreigners,87167.0,2016,Arrivals,4
April,Total,233195.0,2016,Overnight stays,4
April,Icelanders,37606.0,2016,Overnight stays,4
April,Foreigners,195589.0,2016,Overnight stays,4
May,Total,155664.0,2016,Arrivals,5
May,Icelanders,19591.0,2016,Arrivals,5
May,Foreigners,136073.0,2016,Arrivals,5
May,Total,282709.0,2016,Overnight stays,5
May,Icelanders,33646.0,2016,Overnight stays,5
May,Foreigners,249063.0,2016,Overnight stays,5
June,Total,225983.0,2016,Arrivals,6
June,Icelanders,20080.0,2016,Arrivals,6
June,Foreigners,205903.0,2016,Arrivals,6
June,Total,369243.0,2016,Overnight stays,6
June,Icelanders,27963.0,2016,Overnight stays,6
June,Foreigners,341280.0,2016,Overnight stays,6
July,Total,300463.0,2016,Arrivals,7
July,Icelanders,24575.0,2016,Arrivals,7
July,Foreigners,275888.0,2016,Arrivals,7
July,Total,455514.0,2016,Overnight stays,7
July,Icelanders,33494.0,2016,Overnight stays,7
July,Foreigners,422020.0,2016,Overnight stays,7
August,Total,287503.0,2016,Arrivals,8
August,Icelanders,25271.0,2016,Arrivals,8
August,Foreigners,262232.0,2016,Arrivals,8
August,Total,447158.0,2016,Overnight stays,8
August,Icelanders,35322.0,2016,Overnight stays,8
August,Foreigners,411836.0,2016,Overnight stays,8
September,Total,220457.0,2016,Arrivals,9
September,Icelanders,26865.0,2016,Arrivals,9
September,Foreigners,193592.0,2016,Arrivals,9
September,Total,367061.0,2016,Overnight stays,9
September,Icelanders,39637.0,2016,Overnight stays,9
September,Foreigners,327424.0,2016,Overnight stays,9
October,Total,181401.0,2016,Arrivals,10
October,Icelanders,25370.0,2016,Arrivals,10
October,Foreigners,156031.0,2016,Arrivals,10
October,Total,339965.0,2016,Overnight stays,10
October,Icelanders,41346.0,2016,Overnight stays,10
October,Foreigners,298619.0,2016,Overnight stays,10
November,Total,148640.0,2016,Arrivals,11
November,Icelanders,20506.0,2016,Arrivals,11
November,Foreigners,128134.0,2016,Arrivals,11
November,Total,303831.0,2016,Overnight stays,11
November,Icelanders,31685.0,2016,Overnight stays,11
November,Foreigners,272146.0,2016,Overnight stays,11
December,Total,141578.0,2016,Arrivals,12
December,Icelanders,18303.0,2016,Arrivals,12
December,Foreigners,123275.0,2016,Arrivals,12
December,Total,290365.0,2016,Overnight stays,12
December,Icelanders,28554.0,2016,Overnight stays,12
December,Foreigners,261811.0,2016,Overnight stays,12
January,Total,139275.0,2017,Arrivals,1
January,Icelanders,15746.0,2017,Arrivals,1
January,Foreigners,123529.0,2017,Arrivals,1
January,Total,288745.0,2017,Overnight stays,1
January,Icelanders,25375.0,2017,Overnight stays,1
January,Foreigners,263370.0,2017,Overnight stays,1
February,Total,173690.0,2017,Arrivals,2
February,Icelanders,21583.0,2017,Arrivals,2
February,Foreigners,152107.0,2017,Arrivals,2
February,Total,334441.0,2017,Overnight stays,2
February,Icelanders,35618.0,2017,Overnight stays,2
February,Foreigners,298823.0,2017,Overnight stays,2
March,Total,190461.0,2017,Arrivals,3
March,Icelanders,24285.0,2017,Arrivals,3
March,Foreigners,166176.0,2017,Arrivals,3
March,Total,358273.0,2017,Overnight stays,3
March,Icelanders,37823.0,2017,Overnight stays,3
March,Foreigners,320450.0,2017,Overnight stays,3
April,Total,155741.0,2017,Arrivals,4
April,Icelanders,21973.0,2017,Arrivals,4
April,Foreigners,133768.0,2017,Arrivals,4
April,Total,294349.0,2017,Overnight stays,4
April,Icelanders,38125.0,2017,Overnight stays,4
April,Foreigners,256224.0,2017,Overnight stays,4
May,Total,172925.0,2017,Arrivals,5
May,Icelanders,23851.0,2017,Arrivals,5
May,Foreigners,149074.0,2017,Arrivals,5
May,Total,304452.0,2017,Overnight stays,5
May,Icelanders,38506.0,2017,Overnight stays,5
May,Foreigners,265946.0,2017,Overnight stays,5
June,Total,250252.0,2017,Arrivals,6
June,Icelanders,15438.0,2017,Arrivals,6
June,Foreigners,234814.0,2017,Arrivals,6
June,Total,395881.0,2017,Overnight stays,6
June,Icelanders,24115.0,2017,Overnight stays,6
June,Foreigners,371766.0,2017,Overnight stays,6
July,Total,307058.0,2017,Arrivals,7
July,Icelanders,25292.0,2017,Arrivals,7
July,Foreigners,281766.0,2017,Arrivals,7
July,Total,473604.0,2017,Overnight stays,7
July,Icelanders,38667.0,2017,Overnight stays,7
July,Foreigners,434937.0,2017,Overnight stays,7
August,Total,294031.0,2017,Arrivals,8
August,Icelanders,21049.0,2017,Arrivals,8
August,Foreigners,272982.0,2017,Arrivals,8
August,Total,464109.0,2017,Overnight stays,8
August,Icelanders,32507.0,2017,Overnight stays,8
August,Foreigners,431602.0,2017,Overnight stays,8
September,Total,233894.0,2017,Arrivals,9
September,Icelanders,21378.0,2017,Arrivals,9
September,Foreigners,212516.0,2017,Arrivals,9
September,Total,383203.0,2017,Overnight stays,9
September,Icelanders,33438.0,2017,Overnight stays,9
September,Foreigners,349765.0,2017,Overnight stays,9
October,Total,202749.0,2017,Arrivals,10
October,Icelanders,26170.0,2017,Arrivals,10
October,Foreigners,176579.0,2017,Arrivals,10
October,Total,368224.0,2017,Overnight stays,10
October,Icelanders,41950.0,2017,Overnight stays,10
October,Foreigners,326274.0,2017,Overnight stays,10
November,Total,159710.0,2017,Arrivals,11
November,Icelanders,22471.0,2017,Arrivals,11
November,Foreigners,137239.0,2017,Arrivals,11
November,Total,304696.0,2017,Overnight stays,11
November,Icelanders,33911.0,2017,Overnight stays,11
November,Foreigners,270785.0,2017,Overnight stays,11
December,Total,150387.0,2017,Arrivals,12
December,Icelanders,19360.0,2017,Arrivals,12
December,Foreigners,131027.0,2017,Arrivals,12
December,Total,300650.0,2017,Overnight stays,12
December,Icelanders,27939.0,2017,Overnight stays,12
December,Foreigners,272711.0,2017,Overnight stays,12
January,Total,144210.0,2018,Arrivals,1
January,Icelanders,16514.0,2018,Arrivals,1
January,Foreigners,127696.0,2018,Arrivals,1
January,Total,290456.0,2018,Overnight stays,1
January,Icelanders,27163.0,2018,Overnight stays,1
January,Foreigners,263293.0,2018,Overnight stays,1
February,Total,189868.0,2018,Arrivals,2
February,Icelanders,20310.0,2018,Arrivals,2
February,Foreigners,169558.0,2018,Arrivals,2
February,Total,353140.0,2018,Overnight stays,2
February,Icelanders,31793.0,2018,Overnight stays,2
February,Foreigners,321347.0,2018,Overnight stays,2
March,Total,209461.0,2018,Arrivals,3
March,Icelanders,27588.0,2018,Arrivals,3
March,Foreigners,181873.0,2018,Arrivals,3
March,Total,381803.0,2018,Overnight stays,3
March,Icelanders,45287.0,2018,Overnight stays,3
March,Foreigners,336516.0,2018,Overnight stays,3
April,Total,151647.0,2018,Arrivals,4
April,Icelanders,28155.0,2018,Arrivals,4
April,Foreigners,123492.0,2018,Arrivals,4
April,Total,280446.0,2018,Overnight stays,4
April,Icelanders,45359.0,2018,Overnight stays,4
April,Foreigners,235087.0,2018,Overnight stays,4
May,Total,191140.0,2018,Arrivals,5
May,Icelanders,27846.0,2018,Arrivals,5
May,Foreigners,163294.0,2018,Arrivals,5
May,Total,317689.0,2018,Overnight stays,5
May,Icelanders,43651.0,2018,Overnight stays,5
May,Foreigners,274038.0,2018,Overnight stays,5
June,Total,269423.0,2018,Arrivals,6
June,Icelanders,27600.0,2018,Arrivals,6
June,Foreigners,241823.0,2018,Arrivals,6
June,Total,419173.0,2018,Overnight stays,6
June,Icelanders,42551.0,2018,Overnight stays,6
June,Foreigners,376622.0,2018,Overnight stays,6
July,Total,323411.0,2018,Arrivals,7
July,Icelanders,30395.0,2018,Arrivals,7
July,Foreigners,293016.0,2018,Arrivals,7
July,Total,486790.0,2018,Overnight stays,7
July,Icelanders,44321.0,2018,Overnight stays,7
July,Foreigners,442469.0,2018,Overnight stays,7
August,Total,336636.0,2018,Arrivals,8
August,Icelanders,26668.0,2018,Arrivals,8
August,Foreigners,309968.0,2018,Arrivals,8
August,Total,504455.0,2018,Overnight stays,8
August,Icelanders,38002.0,2018,Overnight stays,8
August,Foreigners,466453.0,2018,Overnight stays,8
September,Total,276188.0,2018,Arrivals,9
September,Icelanders,24638.0,2018,Arrivals,9
September,Foreigners,251550.0,2018,Arrivals,9
September,Total,431415.0,2018,Overnight stays,9
September,Icelanders,35303.0,2018,Overnight stays,9
September,Foreigners,396112.0,2018,Overnight stays,9
October,Total,231224.0,2018,Arrivals,10
October,Icelanders,24691.0,2018,Arrivals,10
October,Foreigners,206533.0,2018,Arrivals,10
October,Total,398313.0,2018,Overnight stays,10
October,Icelanders,36838.0,2018,Overnight stays,10
October,Foreigners,361475.0,2018,Overnight stays,10
November,Total,163589.0,2018,Arrivals,11
November,Icelanders,25901.0,2018,Arrivals,11
November,Foreigners,137688.0,2018,Arrivals,11
November,Total,306768.0,2018,Overnight stays,11
November,Icelanders,38414.0,2018,Overnight stays,11
November,Foreigners,268354.0,2018,Overnight stays,11
December,Total,157131.0,2018,Arrivals,12
December,Icelanders,20783.0,2018,Arrivals,12
December,Foreigners,136348.0,2018,Arrivals,12
December,Total,302422.0,2018,Overnight stays,12
December,Icelanders,30072.0,2018,Overnight stays,12
December,Foreigners,272350.0,2018,Overnight stays,12
January,Total,133909.0,2019,Arrivals,1
January,Icelanders,15214.0,2019,Arrivals,1
January,Foreigners,118695.0,2019,Arrivals,1
January,Total,272066.0,2019,Overnight stays,1
January,Icelanders,23872.0,2019,Overnight stays,1
January,Foreigners,248194.0,2019,Overnight stays,1
February,Total,189371.0,2019,Arrivals,2
February,Icelanders,18368.0,2019,Arrivals,2
February,Foreigners,171003.0,2019,Arrivals,2
February,Total,350348.0,2019,Overnight stays,2
February,Icelanders,29989.0,2019,Overnight stays,2
February,Foreigners,320359.0,2019,Overnight stays,2
March,Total,214846.0,2019,Arrivals,3
March,Icelanders,27525.0,2019,Arrivals,3
March,Foreigners,187321.0,2019,Arrivals,3
March,Total,382357.0,2019,Overnight stays,3
March,Icelanders,40338.0,2019,Overnight stays,3
March,Foreigners,342019.0,2019,Overnight stays,3
April,Total,158593.0,2019,Arrivals,4
April,Icelanders,25155.0,2019,Arrivals,4
April,Foreigners,133438.0,2019,Arrivals,4
April,Total,272590.0,2019,Overnight stays,4
April,Icelanders,37054.0,2019,Overnight stays,4
April,Foreigners,235536.0,2019,Overnight stays,4
May,Total,187241.0,2019,Arrivals,5
May,Icelanders,25131.0,2019,Arrivals,5
May,Foreigners,162110.0,2019,Arrivals,5
May,Total,315015.0,2019,Overnight stays,5
May,Icelanders,38266.0,2019,Overnight stays,5
May,Foreigners,276749.0,2019,Overnight stays,5
June,Total,278217.0,2019,Arrivals,6
June,Icelanders,26499.0,2019,Arrivals,6
June,Foreigners,251718.0,2019,Arrivals,6
June,Total,420320.0,2019,Overnight stays,6
June,Icelanders,38164.0,2019,Overnight stays,6
June,Foreigners,382156.0,2019,Overnight stays,6
July,Total,347228.0,2019,Arrivals,7
July,Icelanders,28160.0,2019,Arrivals,7
July,Foreigners,319068.0,2019,Arrivals,7
July,Total,507829.0,2019,Overnight stays,7
July,Icelanders,39656.0,2019,Overnight stays,7
July,Foreigners,468173.0,2019,Overnight stays,7
August,Total,352994.0,2019,Arrivals,8
August,Icelanders,26922.0,2019,Arrivals,8
August,Foreigners,326072.0,2019,Arrivals,8
August,Total,522945.0,2019,Overnight stays,8
August,Icelanders,38181.0,2019,Overnight stays,8
August,Foreigners,484764.0,2019,Overnight stays,8
September,Total,282235.0,2019,Arrivals,9
September,Icelanders,25003.0,2019,Arrivals,9
September,Foreigners,257232.0,2019,Arrivals,9
September,Total,434206.0,2019,Overnight stays,9
September,Icelanders,37485.0,2019,Overnight stays,9
September,Foreigners,396721.0,2019,Overnight stays,9
October,Total,247787.0,2019,Arrivals,10
October,Icelanders,25192.0,2019,Arrivals,10
October,Foreigners,222595.0,2019,Arrivals,10
October,Total,418605.0,2019,Overnight stays,10
October,Icelanders,39639.0,2019,Overnight stays,10
October,Foreigners,378966.0,2019,Overnight stays,10
November,Total,174092.0,2019,Arrivals,11
November,Icelanders,29107.0,2019,Arrivals,11
November,Foreigners,144985.0,2019,Arrivals,11
November,Total,329598.0,2019,Overnight stays,11
November,Icelanders,43926.0,2019,Overnight stays,11
November,Foreigners,285672.0,2019,Overnight stays,11
December,Total,163728.0,2019,Arrivals,12
December,Icelanders,22389.0,2019,Arrivals,12
December,Foreigners,141339.0,2019,Arrivals,12
December,Total,307186.0,2019,Overnight stays,12
December,Icelanders,32209.0,2019,Overnight stays,12
December,Foreigners,274977.0,2019,Overnight stays,12
January,Total,156245.0,2020,Arrivals,1
January,Icelanders,17646.0,2020,Arrivals,1
January,Foreigners,138599.0,2020,Arrivals,1
January,Total,292093.0,2020,Overnight stays,1
January,Icelanders,26396.0,2020,Overnight stays,1
January,Foreigners,265697.0,2020,Overnight stays,1
February,Total,173160.0,2020,Arrivals,2
February,Icelanders,20783.0,2020,Arrivals,2
February,Foreigners,152377.0,2020,Arrivals,2
February,Total,336105.0,2020,Overnight stays,2
February,Icelanders,32254.0,2020,Overnight stays,2
February,Foreigners,303851.0,2020,Overnight stays,2
March,Total,94410.0,2020,Arrivals,3
March,Icelanders,11854.0,2020,Arrivals,3
March,Foreigners,82556.0,2020,Arrivals,3
March,Total,173074.0,2020,Overnight stays,3
March,Icelanders,18636.0,2020,Overnight stays,3
March,Foreigners,154438.0,2020,Overnight stays,3
April,Total,4209.0,2020,Arrivals,4
April,Icelanders,2685.0,2020,Arrivals,4
April,Foreigners,1524.0,2020,Arrivals,4
April,Total,9694.0,2020,Overnight stays,4
April,Icelanders,6074.0,2020,Overnight stays,4
April,Foreigners,3620.0,2020,Overnight stays,4
May,Total,25809.0,2020,Arrivals,5
May,Icelanders,23649.0,2020,Arrivals,5
May,Foreigners,2160.0,2020,Arrivals,5
May,Total,37796.0,2020,Overnight stays,5
May,Icelanders,33717.0,2020,Overnight stays,5
May,Foreigners,4079.0,2020,Overnight stays,5
June,Total,61245.0,2020,Arrivals,6
June,Icelanders,50983.0,2020,Arrivals,6
June,Foreigners,10262.0,2020,Arrivals,6
June,Total,91207.0,2020,Overnight stays,6
June,Icelanders,74115.0,2020,Overnight stays,6
June,Foreigners,17092.0,2020,Overnight stays,6
July,Total,156959.0,2020,Arrivals,7
July,Icelanders,90154.0,2020,Arrivals,7
July,Foreigners,66805.0,2020,Arrivals,7
July,Total,234988.0,2020,Overnight stays,7
July,Icelanders,129611.0,2020,Overnight stays,7
July,Foreigners,105377.0,2020,Overnight stays,7
August,Total,121020.0,2020,Arrivals,8
August,Icelanders,62933.0,2020,Arrivals,8
August,Foreigners,58087.0,2020,Arrivals,8
August,Total,180574.0,2020,Overnight stays,8
August,Icelanders,89020.0,2020,Overnight stays,8
August,Foreigners,91554.0,2020,Overnight stays,8
September,Total,38572.0,2020,Arrivals,9
September,Icelanders,30165.0,2020,Arrivals,9
September,Foreigners,8407.0,2020,Arrivals,9
September,Total,66004.0,2020,Overnight stays,9
September,Icelanders,46540.0,2020,Overnight stays,9
September,Foreigners,19464.0,2020,Overnight stays,9
October,Total,20359.0,2020,Arrivals,10
October,Icelanders,15891.0,2020,Arrivals,10
October,Foreigners,4468.0,2020,Arrivals,10
October,Total,41217.0,2020,Overnight stays,10
October,Icelanders,27486.0,2020,Overnight stays,10
October,Foreigners,13731.0,2020,Overnight stays,10
November,Total,12392.0,2020,Arrivals,11
November,Icelanders,9913.0,2020,Arrivals,11
November,Foreigners,2479.0,2020,Arrivals,11
November,Total,25388.0,2020,Overnight stays,11
November,Icelanders,16708.0,2020,Overnight stays,11
November,Foreigners,8680.0,2020,Overnight stays,11
December,Total,13840.0,2020,Arrivals,12
December,Icelanders,12068.0,2020,Arrivals,12
December,Foreigners,1772.0,2020,Arrivals,12
December,Total,22761.0,2020,Overnight stays,12
December,Icelanders,18501.0,2020,Overnight stays,12
December,Foreigners,4260.0,2020,Overnight stays,12
January,Total,17833.0,2021,Arrivals,1
January,Icelanders,15433.0,2021,Arrivals,1
January,Foreigners,2400.0,2021,Arrivals,1
January,Total,33433.0,2021,Overnight stays,1
January,Icelanders,25733.0,2021,Overnight stays,1
January,Foreigners,7700.0,2021,Overnight stays,1
February,Total,27934.0,2021,Arrivals,2
February,Icelanders,25540.0,2021,Arrivals,2
February,Foreigners,2394.0,2021,Arrivals,2
February,Total,46649.0,2021,Overnight stays,2
February,Icelanders,39935.0,2021,Overnight stays,2
February,Foreigners,6714.0,2021,Overnight stays,2
March,Total,31248.0,2021,Arrivals,3
March,Icelanders,27550.0,2021,Arrivals,3
March,Foreigners,3698.0,2021,Arrivals,3
March,Total,56357.0,2021,Overnight stays,3
March,Icelanders,44589.0,2021,Overnight stays,3
March,Foreigners,11768.0,2021,Overnight stays,3
April,Total,27561.0,2021,Arrivals,4
April,Icelanders,22150.0,2021,Arrivals,4
April,Foreigners,5411.0,2021,Arrivals,4
April,Total,52879.0,2021,Overnight stays,4
April,Icelanders,35664.0,2021,Overnight stays,4
April,Foreigners,17215.0,2021,Overnight stays,4
May,Total,67702.0,2021,Arrivals,5
May,Icelanders,42313.0,2021,Arrivals,5
May,Foreigners,25389.0,2021,Arrivals,5
May,Total,113009.0,2021,Overnight stays,5
May,Icelanders,64431.0,2021,Overnight stays,5
May,Foreigners,48578.0,2021,Overnight stays,5
June,Total,123567.0,2021,Arrivals,6
June,Icelanders,48945.0,2021,Arrivals,6
June,Foreigners,74622.0,2021,Arrivals,6
June,Total,198413.0,2021,Overnight stays,6
June,Icelanders,73991.0,2021,Overnight stays,6
June,Foreigners,124422.0,2021,Overnight stays,6
July,Total,250720.0,2021,Arrivals,7
July,Icelanders,75268.0,2021,Arrivals,7
July,Foreigners,175452.0,2021,Arrivals,7
July,Total,389153.0,2021,Overnight stays,7
July,Icelanders,110591.0,2021,Overnight stays,7
July,Foreigners,278562.0,2021,Overnight stays,7
August,Total,300034.0,2021,Arrivals,8
August,Icelanders,68694.0,2021,Arrivals,8
August,Foreigners,231340.0,2021,Arrivals,8
August,Total,461022.0,2021,Overnight stays,8
August,Icelanders,93978.0,2021,Overnight stays,8
August,Foreigners,367044.0,2021,Overnight stays,8
September,Total,230270.0,2021,Arrivals,9
September,Icelanders,52743.0,2021,Arrivals,9
September,Foreigners,177527.0,2021,Arrivals,9
September,Total,372786.0,2021,Overnight stays,9
September,Icelanders,82473.0,2021,Overnight stays,9
September,Foreigners,290313.0,2021,Overnight stays,9
October,Total,198478.0,2021,Arrivals,10
October,Icelanders,43320.0,2021,Arrivals,10
October,Foreigners,155158.0,2021,Arrivals,10
October,Total,369413.0,2021,Overnight stays,10
October,Icelanders,74690.0,2021,Overnight stays,10
October,Foreigners,294723.0,2021,Overnight stays,10
November,Total,132024.0,2021,Arrivals,11
November,Icelanders,28533.0,2021,Arrivals,11
November,Foreigners,103491.0,2021,Arrivals,11
November,Total,259527.0,2021,Overnight stays,11
November,Icelanders,45152.0,2021,Overnight stays,11
November,Foreigners,214375.0,2021,Overnight stays,11
December,Total,106465.0,2021,Arrivals,12
December,Icelanders,23545.0,2021,Arrivals,12
December,Foreigners,82920.0,2021,Arrivals,12
December,Total,209233.0,2021,Overnight stays,12
December,Icelanders,36966.0,2021,Overnight stays,12
December,Foreigners,172267.0,2021,Overnight stays,12
January,Total,80354.0,2022,Arrivals,1
January,Icelanders,16796.0,2022,Arrivals,1
January,Foreigners,63558.0,2022,Arrivals,1
January,Total,166574.0,2022,Overnight stays,1
January,Icelanders,29054.0,2022,Overnight stays,1
January,Foreigners,137520.0,2022,Overnight stays,1
February,Total,136283.0,2022,Arrivals,2
February,Icelanders,28664.0,2022,Arrivals,2
February,Foreigners,107619.0,2022,Arrivals,2
February,Total,280409.0,2022,Overnight stays,2
February,Icelanders,50648.0,2022,Overnight stays,2
February,Foreigners,229761.0,2022,Overnight stays,2
March,Total,171798.0,2022,Arrivals,3
March,Icelanders,34634.0,2022,Arrivals,3
March,Foreigners,137164.0,2022,Arrivals,3
March,Total,334675.0,2022,Overnight stays,3
March,Icelanders,55422.0,2022,Overnight stays,3
March,Foreigners,279253.0,2022,Overnight stays,3
April,Total,161908.0,2022,Arrivals,4
April,Icelanders,39856.0,2022,Arrivals,4
April,Foreigners,122052.0,2022,Arrivals,4
April,Total,297533.0,2022,Overnight stays,4
April,Icelanders,62819.0,2022,Overnight stays,4
April,Foreigners,234714.0,2022,Overnight stays,4
May,Total,194756.0,2022,Arrivals,5
May,Icelanders,38728.0,2022,Arrivals,5
May,Foreigners,156028.0,2022,Arrivals,5
May,Total,329141.0,2022,Overnight stays,5
May,Icelanders,56736.0,2022,Overnight stays,5
May,Foreigners,272405.0,2022,Overnight stays,5
June,Total,315047.0,2022,Arrivals,6
June,Icelanders,48179.0,2022,Arrivals,6
June,Foreigners,266868.0,2022,Arrivals,6
June,Total,495406.0,2022,Overnight stays,6
June,Icelanders,67830.0,2022,Overnight stays,6
June,Foreigners,427576.0,2022,Overnight stays,6
July,Total,398933.0,2022,Arrivals,7
July,Icelanders,59596.0,2022,Arrivals,7
July,Foreigners,339337.0,2022,Arrivals,7
July,Total,595455.0,2022,Overnight stays,7
July,Icelanders,77563.0,2022,Overnight stays,7
July,Foreigners,517892.0,2022,Overnight stays,7
August,Total,407677.0,2022,Arrivals,8
August,Icelanders,56423.0,2022,Arrivals,8
August,Foreigners,351254.0,2022,Arrivals,8
August,Total,597821.0,2022,Overnight stays,8
August,Icelanders,76390.0,2022,Overnight stays,8
August,Foreigners,521431.0,2022,Overnight stays,8
September,Total,311108.0,2022,Arrivals,9
September,Icelanders,46528.0,2022,Arrivals,9
