Country,YearMonth,Passengers,Year,Month_num,Month
Spain,2005M02,96.0,2005,2,February
Switzherland,2005M02,100.0,2005,2,February
Sweden,2005M02,928.0,2005,2,February
Germany,2005M02,777.0,2005,2,February
Other Countries,2005M02,1564.0,2005,2,February
Total Passengers,2005M03,51840.0,2005,3,March
Iceland,2005M03,33017.0,2005,3,March
Foreigners,2005M03,18823.0,2005,3,March
U.S.A.,2005M03,3082.0,2005,3,March
U.K.,2005M03,4033.0,2005,3,March
Denmark,2005M03,2145.0,2005,3,March
Finland,2005M03,326.0,2005,3,March
France,2005M03,807.0,2005,3,March
Netherlands,2005M03,674.0,2005,3,March
Italy,2005M03,218.0,2005,3,March
Japan,2005M03,456.0,2005,3,March
Canada,2005M03,166.0,2005,3,March
Norway,2005M03,1561.0,2005,3,March
Spain,2005M03,188.0,2005,3,March
Switzherland,2005M03,76.0,2005,3,March
Sweden,2005M03,1478.0,2005,3,March
Germany,2005M03,1268.0,2005,3,March
Other Countries,2005M03,2345.0,2005,3,March
Total Passengers,2005M04,50247.0,2005,4,April
Iceland,2005M04,28541.0,2005,4,April
Foreigners,2005M04,21706.0,2005,4,April
U.S.A.,2005M04,2945.0,2005,4,April
U.K.,2005M04,5745.0,2005,4,April
Denmark,2005M04,2401.0,2005,4,April
Finland,2005M04,536.0,2005,4,April
France,2005M04,961.0,2005,4,April
Netherlands,2005M04,470.0,2005,4,April
Italy,2005M04,187.0,2005,4,April
Japan,2005M04,130.0,2005,4,April
Canada,2005M04,152.0,2005,4,April
Norway,2005M04,2096.0,2005,4,April
Spain,2005M04,122.0,2005,4,April
Switzherland,2005M04,145.0,2005,4,April
Sweden,2005M04,2385.0,2005,4,April
Germany,2005M04,1171.0,2005,4,April
Other Countries,2005M04,2260.0,2005,4,April
Total Passengers,2005M05,59551.0,2005,5,May
Iceland,2005M05,32116.0,2005,5,May
Foreigners,2005M05,27435.0,2005,5,May
U.S.A.,2005M05,4642.0,2005,5,May
U.K.,2005M05,4001.0,2005,5,May
Denmark,2005M05,3164.0,2005,5,May
Finland,2005M05,811.0,2005,5,May
France,2005M05,1217.0,2005,5,May
Netherlands,2005M05,822.0,2005,5,May
Italy,2005M05,291.0,2005,5,May
Japan,2005M05,238.0,2005,5,May
Canada,2005M05,272.0,2005,5,May
Norway,2005M05,2260.0,2005,5,May
Spain,2005M05,288.0,2005,5,May
Switzherland,2005M05,276.0,2005,5,May
Sweden,2005M05,2799.0,2005,5,May
Germany,2005M05,2504.0,2005,5,May
Other Countries,2005M05,3850.0,2005,5,May
Total Passengers,2005M06,87127.0,2005,6,June
Iceland,2005M06,46171.0,2005,6,June
Foreigners,2005M06,40956.0,2005,6,June
U.S.A.,2005M06,8165.0,2005,6,June
U.K.,2005M06,5875.0,2005,6,June
Denmark,2005M06,3377.0,2005,6,June
Finland,2005M06,1038.0,2005,6,June
France,2005M06,2358.0,2005,6,June
Netherlands,2005M06,1201.0,2005,6,June
Italy,2005M06,867.0,2005,6,June
Japan,2005M06,482.0,2005,6,June
Canada,2005M06,398.0,2005,6,June
Norway,2005M06,2455.0,2005,6,June
Spain,2005M06,438.0,2005,6,June
Switzherland,2005M06,498.0,2005,6,June
Sweden,2005M06,2806.0,2005,6,June
Germany,2005M06,4714.0,2005,6,June
Other Countries,2005M06,6284.0,2005,6,June
Total Passengers,2005M07,106708.0,2005,7,July
Iceland,2005M07,41516.0,2005,7,July
Foreigners,2005M07,65192.0,2005,7,July
U.S.A.,2005M07,8740.0,2005,7,July
U.K.,2005M07,8044.0,2005,7,July
Denmark,2005M07,7128.0,2005,7,July
Finland,2005M07,1556.0,2005,7,July
France,2005M07,5272.0,2005,7,July
Netherlands,2005M07,2083.0,2005,7,July
Italy,2005M07,1915.0,2005,7,July
Japan,2005M07,621.0,2005,7,July
Canada,2005M07,516.0,2005,7,July
Norway,2005M07,2986.0,2005,7,July
Spain,2005M07,1563.0,2005,7,July
Switzherland,2005M07,2561.0,2005,7,July
Sweden,2005M07,3586.0,2005,7,July
Germany,2005M07,8623.0,2005,7,July
Other Countries,2005M07,9998.0,2005,7,July
Total Passengers,2005M08,105284.0,2005,8,August
Iceland,2005M08,39789.0,2005,8,August
Foreigners,2005M08,65495.0,2005,8,August
U.S.A.,2005M08,8108.0,2005,8,August
U.K.,2005M08,7985.0,2005,8,August
Denmark,2005M08,4905.0,2005,8,August
Finland,2005M08,1256.0,2005,8,August
France,2005M08,5672.0,2005,8,August
Netherlands,2005M08,2374.0,2005,8,August
Italy,2005M08,3908.0,2005,8,August
Japan,2005M08,703.0,2005,8,August
Canada,2005M08,744.0,2005,8,August
Norway,2005M08,3074.0,2005,8,August
Spain,2005M08,2601.0,2005,8,August
Switzherland,2005M08,1870.0,2005,8,August
Sweden,2005M08,3799.0,2005,8,August
Germany,2005M08,9927.0,2005,8,August
Other Countries,2005M08,8569.0,2005,8,August
Total Passengers,2005M09,72143.0,2005,9,September
Iceland,2005M09,37524.0,2005,9,September
Foreigners,2005M09,34619.0,2005,9,September
U.S.A.,2005M09,5667.0,2005,9,September
U.K.,2005M09,4386.0,2005,9,September
Denmark,2005M09,3712.0,2005,9,September
Finland,2005M09,848.0,2005,9,September
France,2005M09,1282.0,2005,9,September
Netherlands,2005M09,1159.0,2005,9,September
Italy,2005M09,621.0,2005,9,September
Japan,2005M09,732.0,2005,9,September
Canada,2005M09,368.0,2005,9,September
Norway,2005M09,2826.0,2005,9,September
Spain,2005M09,556.0,2005,9,September
Switzherland,2005M09,406.0,2005,9,September
Sweden,2005M09,2502.0,2005,9,September
Germany,2005M09,4347.0,2005,9,September
Other Countries,2005M09,5207.0,2005,9,September
Total Passengers,2005M10,60733.0,2005,10,October
Iceland,2005M10,33694.0,2005,10,October
Foreigners,2005M10,27039.0,2005,10,October
U.S.A.,2005M10,3792.0,2005,10,October
U.K.,2005M10,5662.0,2005,10,October
Denmark,2005M10,2767.0,2005,10,October
Finland,2005M10,1203.0,2005,10,October
France,2005M10,663.0,2005,10,October
Netherlands,2005M10,785.0,2005,10,October
Italy,2005M10,227.0,2005,10,October
Japan,2005M10,912.0,2005,10,October
Canada,2005M10,195.0,2005,10,October
Norway,2005M10,2312.0,2005,10,October
Spain,2005M10,248.0,2005,10,October
Switzherland,2005M10,191.0,2005,10,October
Sweden,2005M10,2531.0,2005,10,October
Germany,2005M10,1206.0,2005,10,October
Other Countries,2005M10,4345.0,2005,10,October
Total Passengers,2005M11,48064.0,2005,11,November
Iceland,2005M11,32254.0,2005,11,November
Foreigners,2005M11,15810.0,2005,11,November
U.S.A.,2005M11,2636.0,2005,11,November
U.K.,2005M11,3055.0,2005,11,November
Denmark,2005M11,1492.0,2005,11,November
Finland,2005M11,221.0,2005,11,November
France,2005M11,467.0,2005,11,November
Netherlands,2005M11,400.0,2005,11,November
Italy,2005M11,185.0,2005,11,November
Japan,2005M11,280.0,2005,11,November
Canada,2005M11,239.0,2005,11,November
Norway,2005M11,1351.0,2005,11,November
Spain,2005M11,118.0,2005,11,November
Switzherland,2005M11,69.0,2005,11,November
Sweden,2005M11,1803.0,2005,11,November
Germany,2005M11,894.0,2005,11,November
Other Countries,2005M11,2600.0,2005,11,November
Total Passengers,2005M12,40232.0,2005,12,December
Iceland,2005M12,25295.0,2005,12,December
Foreigners,2005M12,14937.0,2005,12,December
U.S.A.,2005M12,2163.0,2005,12,December
U.K.,2005M12,2370.0,2005,12,December
Denmark,2005M12,1227.0,2005,12,December
Finland,2005M12,192.0,2005,12,December
France,2005M12,568.0,2005,12,December
Netherlands,2005M12,314.0,2005,12,December
Italy,2005M12,174.0,2005,12,December
Japan,2005M12,507.0,2005,12,December
Canada,2005M12,138.0,2005,12,December
Norway,2005M12,851.0,2005,12,December
Spain,2005M12,112.0,2005,12,December
Switzherland,2005M12,90.0,2005,12,December
Sweden,2005M12,895.0,2005,12,December
Germany,2005M12,970.0,2005,12,December
Other Countries,2005M12,4366.0,2005,12,December
Total Passengers,2006M01,42563.0,2006,1,January
Iceland,2006M01,27186.0,2006,1,January
Foreigners,2006M01,15377.0,2006,1,January
U.S.A.,2006M01,2891.0,2006,1,January
U.K.,2006M01,3437.0,2006,1,January
Denmark,2006M01,1374.0,2006,1,January
Finland,2006M01,221.0,2006,1,January
France,2006M01,650.0,2006,1,January
Netherlands,2006M01,392.0,2006,1,January
Italy,2006M01,160.0,2006,1,January
Japan,2006M01,794.0,2006,1,January
Canada,2006M01,130.0,2006,1,January
Norway,2006M01,967.0,2006,1,January
Spain,2006M01,188.0,2006,1,January
Switzherland,2006M01,118.0,2006,1,January
Sweden,2006M01,837.0,2006,1,January
Germany,2006M01,1207.0,2006,1,January
Other Countries,2006M01,2011.0,2006,1,January
Total Passengers,2006M02,41197.0,2006,2,February
Iceland,2006M02,26298.0,2006,2,February
Foreigners,2006M02,14899.0,2006,2,February
U.S.A.,2006M02,2411.0,2006,2,February
U.K.,2006M02,3680.0,2006,2,February
Denmark,2006M02,1460.0,2006,2,February
Finland,2006M02,250.0,2006,2,February
France,2006M02,786.0,2006,2,February
Netherlands,2006M02,544.0,2006,2,February
Italy,2006M02,141.0,2006,2,February
Japan,2006M02,449.0,2006,2,February
Canada,2006M02,128.0,2006,2,February
Norway,2006M02,1426.0,2006,2,February
Spain,2006M02,95.0,2006,2,February
Switzherland,2006M02,82.0,2006,2,February
Sweden,2006M02,873.0,2006,2,February
Germany,2006M02,796.0,2006,2,February
Other Countries,2006M02,1778.0,2006,2,February
Total Passengers,2006M03,47377.0,2006,3,March
Iceland,2006M03,29495.0,2006,3,March
Foreigners,2006M03,17882.0,2006,3,March
U.S.A.,2006M03,3379.0,2006,3,March
U.K.,2006M03,3471.0,2006,3,March
Denmark,2006M03,1981.0,2006,3,March
Finland,2006M03,309.0,2006,3,March
France,2006M03,883.0,2006,3,March
Netherlands,2006M03,636.0,2006,3,March
Italy,2006M03,175.0,2006,3,March
Japan,2006M03,423.0,2006,3,March
Canada,2006M03,199.0,2006,3,March
Norway,2006M03,1936.0,2006,3,March
Spain,2006M03,91.0,2006,3,March
Switzherland,2006M03,103.0,2006,3,March
Sweden,2006M03,1143.0,2006,3,March
Germany,2006M03,1137.0,2006,3,March
Other Countries,2006M03,2016.0,2006,3,March
Total Passengers,2006M04,65520.0,2006,4,April
Iceland,2006M04,40212.0,2006,4,April
Foreigners,2006M04,25308.0,2006,4,April
U.S.A.,2006M04,3586.0,2006,4,April
U.K.,2006M04,6283.0,2006,4,April
Denmark,2006M04,2927.0,2006,4,April
Finland,2006M04,535.0,2006,4,April
France,2006M04,992.0,2006,4,April
Netherlands,2006M04,608.0,2006,4,April
Italy,2006M04,248.0,2006,4,April
Japan,2006M04,291.0,2006,4,April
Canada,2006M04,214.0,2006,4,April
Norway,2006M04,1929.0,2006,4,April
Spain,2006M04,201.0,2006,4,April
Switzherland,2006M04,165.0,2006,4,April
Sweden,2006M04,1884.0,2006,4,April
Germany,2006M04,1410.0,2006,4,April
Other Countries,2006M04,4035.0,2006,4,April
Total Passengers,2006M05,66988.0,2006,5,May
Iceland,2006M05,35913.0,2006,5,May
Foreigners,2006M05,31075.0,2006,5,May
U.S.A.,2006M05,5238.0,2006,5,May
U.K.,2006M05,4948.0,2006,5,May
Denmark,2006M05,3397.0,2006,5,May
Finland,2006M05,960.0,2006,5,May
France,2006M05,1152.0,2006,5,May
Netherlands,2006M05,863.0,2006,5,May
Italy,2006M05,459.0,2006,5,May
Japan,2006M05,249.0,2006,5,May
Canada,2006M05,323.0,2006,5,May
Norway,2006M05,2973.0,2006,5,May
Spain,2006M05,231.0,2006,5,May
Switzherland,2006M05,212.0,2006,5,May
Sweden,2006M05,3128.0,2006,5,May
Germany,2006M05,1941.0,2006,5,May
Other Countries,2006M05,5001.0,2006,5,May
Total Passengers,2006M06,95219.0,2006,6,June
Iceland,2006M06,50628.0,2006,6,June
Foreigners,2006M06,44591.0,2006,6,June
U.S.A.,2006M06,7578.0,2006,6,June
U.K.,2006M06,6613.0,2006,6,June
Denmark,2006M06,3309.0,2006,6,June
Finland,2006M06,1132.0,2006,6,June
France,2006M06,2420.0,2006,6,June
Netherlands,2006M06,1211.0,2006,6,June
Italy,2006M06,916.0,2006,6,June
Japan,2006M06,507.0,2006,6,June
Canada,2006M06,442.0,2006,6,June
Norway,2006M06,2880.0,2006,6,June
Spain,2006M06,557.0,2006,6,June
Switzherland,2006M06,731.0,2006,6,June
Sweden,2006M06,3093.0,2006,6,June
Germany,2006M06,5030.0,2006,6,June
Other Countries,2006M06,8172.0,2006,6,June
Total Passengers,2006M07,109475.0,2006,7,July
Iceland,2006M07,42603.0,2006,7,July
Foreigners,2006M07,66872.0,2006,7,July
U.S.A.,2006M07,8673.0,2006,7,July
U.K.,2006M07,8047.0,2006,7,July
Denmark,2006M07,6993.0,2006,7,July
Finland,2006M07,1423.0,2006,7,July
France,2006M07,5186.0,2006,7,July
Netherlands,2006M07,1996.0,2006,7,July
Italy,2006M07,1824.0,2006,7,July
Japan,2006M07,542.0,2006,7,July
Canada,2006M07,643.0,2006,7,July
Norway,2006M07,3197.0,2006,7,July
Spain,2006M07,1824.0,2006,7,July
Switzherland,2006M07,1963.0,2006,7,July
Sweden,2006M07,3901.0,2006,7,July
Germany,2006M07,8952.0,2006,7,July
Other Countries,2006M07,11708.0,2006,7,July
Total Passengers,2006M08,112176.0,2006,8,August
Iceland,2006M08,42589.0,2006,8,August
Foreigners,2006M08,69587.0,2006,8,August
U.S.A.,2006M08,8667.0,2006,8,August
U.K.,2006M08,8728.0,2006,8,August
Denmark,2006M08,5034.0,2006,8,August
Finland,2006M08,1181.0,2006,8,August
France,2006M08,5907.0,2006,8,August
Netherlands,2006M08,2158.0,2006,8,August
Italy,2006M08,3558.0,2006,8,August
Japan,2006M08,714.0,2006,8,August
Canada,2006M08,785.0,2006,8,August
Norway,2006M08,3311.0,2006,8,August
Spain,2006M08,3445.0,2006,8,August
Switzherland,2006M08,1848.0,2006,8,August
Sweden,2006M08,3658.0,2006,8,August
Germany,2006M08,10368.0,2006,8,August
Other Countries,2006M08,10225.0,2006,8,August
Total Passengers,2006M09,75845.0,2006,9,September
Iceland,2006M09,36217.0,2006,9,September
Foreigners,2006M09,39628.0,2006,9,September
U.S.A.,2006M09,5378.0,2006,9,September
U.K.,2006M09,5729.0,2006,9,September
Denmark,2006M09,4555.0,2006,9,September
Finland,2006M09,1117.0,2006,9,September
France,2006M09,1384.0,2006,9,September
Netherlands,2006M09,1225.0,2006,9,September
Italy,2006M09,680.0,2006,9,September
Japan,2006M09,877.0,2006,9,September
Canada,2006M09,470.0,2006,9,September
Norway,2006M09,3434.0,2006,9,September
Spain,2006M09,716.0,2006,9,September
Switzherland,2006M09,349.0,2006,9,September
Sweden,2006M09,2867.0,2006,9,September
Germany,2006M09,4094.0,2006,9,September
Other Countries,2006M09,6753.0,2006,9,September
Total Passengers,2006M10,70265.0,2006,10,October
Iceland,2006M10,38188.0,2006,10,October
Foreigners,2006M10,32077.0,2006,10,October
U.S.A.,2006M10,3590.0,2006,10,October
U.K.,2006M10,7509.0,2006,10,October
Denmark,2006M10,3426.0,2006,10,October
Finland,2006M10,923.0,2006,10,October
France,2006M10,613.0,2006,10,October
Netherlands,2006M10,996.0,2006,10,October
Italy,2006M10,266.0,2006,10,October
Japan,2006M10,829.0,2006,10,October
Canada,2006M10,470.0,2006,10,October
Norway,2006M10,3123.0,2006,10,October
Spain,2006M10,275.0,2006,10,October
Switzherland,2006M10,170.0,2006,10,October
Sweden,2006M10,2984.0,2006,10,October
Germany,2006M10,1635.0,2006,10,October
Other Countries,2006M10,5268.0,2006,10,October
Total Passengers,2006M11,57827.0,2006,11,November
Iceland,2006M11,36267.0,2006,11,November
Foreigners,2006M11,21560.0,2006,11,November
U.S.A.,2006M11,2797.0,2006,11,November
U.K.,2006M11,5100.0,2006,11,November
Denmark,2006M11,2245.0,2006,11,November
Finland,2006M11,293.0,2006,11,November
France,2006M11,519.0,2006,11,November
Netherlands,2006M11,534.0,2006,11,November
Italy,2006M11,214.0,2006,11,November
Japan,2006M11,328.0,2006,11,November
Canada,2006M11,408.0,2006,11,November
Norway,2006M11,2056.0,2006,11,November
Spain,2006M11,193.0,2006,11,November
Switzherland,2006M11,135.0,2006,11,November
Sweden,2006M11,1801.0,2006,11,November
Germany,2006M11,880.0,2006,11,November
Other Countries,2006M11,4057.0,2006,11,November
Total Passengers,2006M12,46076.0,2006,12,December
Iceland,2006M12,26031.0,2006,12,December
Foreigners,2006M12,20045.0,2006,12,December
U.S.A.,2006M12,1612.0,2006,12,December
U.K.,2006M12,3985.0,2006,12,December
Denmark,2006M12,1504.0,2006,12,December
Finland,2006M12,191.0,2006,12,December
France,2006M12,581.0,2006,12,December
Netherlands,2006M12,351.0,2006,12,December
Italy,2006M12,199.0,2006,12,December
Japan,2006M12,458.0,2006,12,December
Canada,2006M12,212.0,2006,12,December
Norway,2006M12,1308.0,2006,12,December
Spain,2006M12,183.0,2006,12,December
Switzherland,2006M12,89.0,2006,12,December
Sweden,2006M12,1196.0,2006,12,December
Germany,2006M12,1039.0,2006,12,December
Other Countries,2006M12,7137.0,2006,12,December
Total Passengers,2007M01,47905.0,2007,1,January
Iceland,2007M01,29095.0,2007,1,January
Foreigners,2007M01,18810.0,2007,1,January
U.S.A.,2007M01,2068.0,2007,1,January
U.K.,2007M01,4287.0,2007,1,January
Denmark,2007M01,2001.0,2007,1,January
Finland,2007M01,332.0,2007,1,January
France,2007M01,546.0,2007,1,January
Netherlands,2007M01,441.0,2007,1,January
Italy,2007M01,264.0,2007,1,January
Japan,2007M01,714.0,2007,1,January
Canada,2007M01,184.0,2007,1,January
Norway,2007M01,1414.0,2007,1,January
Spain,2007M01,191.0,2007,1,January
Switzherland,2007M01,276.0,2007,1,January
Sweden,2007M01,1465.0,2007,1,January
Germany,2007M01,1058.0,2007,1,January
Other Countries,2007M01,3569.0,2007,1,January
Total Passengers,2007M02,47032.0,2007,2,February
Iceland,2007M02,29385.0,2007,2,February
Foreigners,2007M02,17647.0,2007,2,February
U.S.A.,2007M02,1685.0,2007,2,February
U.K.,2007M02,5344.0,2007,2,February
Denmark,2007M02,1731.0,2007,2,February
Finland,2007M02,305.0,2007,2,February
France,2007M02,686.0,2007,2,February
Netherlands,2007M02,454.0,2007,2,February
Italy,2007M02,144.0,2007,2,February
Japan,2007M02,528.0,2007,2,February
Canada,2007M02,114.0,2007,2,February
Norway,2007M02,1629.0,2007,2,February
Spain,2007M02,86.0,2007,2,February
Switzherland,2007M02,91.0,2007,2,February
Sweden,2007M02,1189.0,2007,2,February
Germany,2007M02,886.0,2007,2,February
Other Countries,2007M02,2775.0,2007,2,February
Total Passengers,2007M03,59051.0,2007,3,March
Iceland,2007M03,35351.0,2007,3,March
Foreigners,2007M03,23700.0,2007,3,March
U.S.A.,2007M03,2517.0,2007,3,March
U.K.,2007M03,5486.0,2007,3,March
Denmark,2007M03,2841.0,2007,3,March
Finland,2007M03,286.0,2007,3,March
France,2007M03,919.0,2007,3,March
Netherlands,2007M03,720.0,2007,3,March
Italy,2007M03,488.0,2007,3,March
Japan,2007M03,475.0,2007,3,March
Canada,2007M03,189.0,2007,3,March
China,2007M03,116.0,2007,3,March
Norway,2007M03,2504.0,2007,3,March
Poland,2007M03,624.0,2007,3,March
Spain,2007M03,199.0,2007,3,March
Switzherland,2007M03,120.0,2007,3,March
Sweden,2007M03,1838.0,2007,3,March
Germany,2007M03,1314.0,2007,3,March
Other Countries,2007M03,3064.0,2007,3,March
Total Passengers,2007M04,64920.0,2007,4,April
Iceland,2007M04,37256.0,2007,4,April
Foreigners,2007M04,27664.0,2007,4,April
U.S.A.,2007M04,2934.0,2007,4,April
U.K.,2007M04,7547.0,2007,4,April
Denmark,2007M04,2832.0,2007,4,April
Finland,2007M04,534.0,2007,4,April
France,2007M04,1248.0,2007,4,April
Netherlands,2007M04,654.0,2007,4,April
Italy,2007M04,238.0,2007,4,April
Japan,2007M04,308.0,2007,4,April
Canada,2007M04,205.0,2007,4,April
China,2007M04,245.0,2007,4,April
Norway,2007M04,2432.0,2007,4,April
Poland,2007M04,1619.0,2007,4,April
Spain,2007M04,237.0,2007,4,April
Switzherland,2007M04,129.0,2007,4,April
Sweden,2007M04,1867.0,2007,4,April
Germany,2007M04,1390.0,2007,4,April
Other Countries,2007M04,3245.0,2007,4,April
Total Passengers,2007M05,74202.0,2007,5,May
Iceland,2007M05,39946.0,2007,5,May
Foreigners,2007M05,34256.0,2007,5,May
U.S.A.,2007M05,4754.0,2007,5,May
U.K.,2007M05,4997.0,2007,5,May
Denmark,2007M05,3016.0,2007,5,May
Finland,2007M05,1077.0,2007,5,May
France,2007M05,1471.0,2007,5,May
Netherlands,2007M05,1256.0,2007,5,May
Italy,2007M05,429.0,2007,5,May
Japan,2007M05,315.0,2007,5,May
Canada,2007M05,500.0,2007,5,May
China,2007M05,381.0,2007,5,May
Norway,2007M05,3439.0,2007,5,May
Poland,2007M05,1197.0,2007,5,May
Spain,2007M05,515.0,2007,5,May
Switzherland,2007M05,247.0,2007,5,May
Sweden,2007M05,2911.0,2007,5,May
Germany,2007M05,2365.0,2007,5,May
Other Countries,2007M05,5386.0,2007,5,May
Total Passengers,2007M06,110496.0,2007,6,June
Iceland,2007M06,54769.0,2007,6,June
Foreigners,2007M06,55727.0,2007,6,June
U.S.A.,2007M06,8788.0,2007,6,June
U.K.,2007M06,6594.0,2007,6,June
Denmark,2007M06,4632.0,2007,6,June
Finland,2007M06,1498.0,2007,6,June
France,2007M06,2189.0,2007,6,June
Netherlands,2007M06,1727.0,2007,6,June
Italy,2007M06,1111.0,2007,6,June
Japan,2007M06,463.0,2007,6,June
Canada,2007M06,993.0,2007,6,June
China,2007M06,1779.0,2007,6,June
Norway,2007M06,4378.0,2007,6,June
Poland,2007M06,2080.0,2007,6,June
Spain,2007M06,684.0,2007,6,June
Switzherland,2007M06,841.0,2007,6,June
Sweden,2007M06,4056.0,2007,6,June
Germany,2007M06,5347.0,2007,6,June
Other Countries,2007M06,8567.0,2007,6,June
Total Passengers,2007M07,130072.0,2007,7,July
Iceland,2007M07,49311.0,2007,7,July
Foreigners,2007M07,80761.0,2007,7,July
U.S.A.,2007M07,8548.0,2007,7,July
U.K.,2007M07,8775.0,2007,7,July
Denmark,2007M07,7583.0,2007,7,July
Finland,2007M07,1700.0,2007,7,July
France,2007M07,5917.0,2007,7,July
Netherlands,2007M07,3103.0,2007,7,July
Italy,2007M07,2079.0,2007,7,July
Japan,2007M07,707.0,2007,7,July
Canada,2007M07,1173.0,2007,7,July
China,2007M07,1873.0,2007,7,July
Norway,2007M07,4817.0,2007,7,July
Poland,2007M07,2907.0,2007,7,July
Spain,2007M07,1986.0,2007,7,July
Switzherland,2007M07,2283.0,2007,7,July
Sweden,2007M07,5129.0,2007,7,July
Germany,2007M07,10438.0,2007,7,July
Other Countries,2007M07,11743.0,2007,7,July
Total Passengers,2007M08,128628.0,2007,8,August
Iceland,2007M08,47357.0,2007,8,August
Foreigners,2007M08,81271.0,2007,8,August
U.S.A.,2007M08,8282.0,2007,8,August
U.K.,2007M08,8813.0,2007,8,August
Denmark,2007M08,5432.0,2007,8,August
Finland,2007M08,1287.0,2007,8,August
France,2007M08,6487.0,2007,8,August
Netherlands,2007M08,2929.0,2007,8,August
