Country,YearMonth,Passengers,Year,Month_num,Month
France,2017M07,15137.0,2017,7,July
Netherlands,2017M07,6138.0,2017,7,July
Hong Kong,2017M07,1359.0,2017,7,July
India,2017M07,1664.0,2017,7,July
Ireland,2017M07,1431.0,2017,7,July
Israel,2017M07,1697.0,2017,7,July
Italy,2017M07,6014.0,2017,7,July
Japan,2017M07,1007.0,2017,7,July
Canada,2017M07,13830.0,2017,7,July
China,2017M07,9617.0,2017,7,July
Norway,2017M07,6439.0,2017,7,July
Poland,2017M07,8618.0,2017,7,July
Russia,2017M07,2082.0,2017,7,July
Singapore,2017M07,622.0,2017,7,July
Spain,2017M07,8187.0,2017,7,July
Sourh Korea,2017M07,1491.0,2017,7,July
Switzherland,2017M07,6437.0,2017,7,July
Sweden,2017M07,8670.0,2017,7,July
Taiwan,2017M07,3532.0,2017,7,July
Germany,2017M07,25620.0,2017,7,July
Other Countries,2017M07,16593.0,2017,7,July
Total Passengers,2017M08,337856.0,2017,8,August
Iceland,2017M08,53732.0,2017,8,August
Foreigners,2017M08,284124.0,2017,8,August
Austria,2017M08,3931.0,2017,8,August
Australia / New Zealand,2017M08,4280.0,2017,8,August
U.S.A.,2017M08,74604.0,2017,8,August
Belgium,2017M08,3677.0,2017,8,August
U.K.,2017M08,16179.0,2017,8,August
Denmark,2017M08,6280.0,2017,8,August
Estonia / Latvia / Lithuania,2017M08,2927.0,2017,8,August
Finland,2017M08,2518.0,2017,8,August
France,2017M08,20440.0,2017,8,August
Netherlands,2017M08,7952.0,2017,8,August
Hong Kong,2017M08,1569.0,2017,8,August
India,2017M08,1494.0,2017,8,August
Ireland,2017M08,1830.0,2017,8,August
Israel,2017M08,1875.0,2017,8,August
Italy,2017M08,12745.0,2017,8,August
Japan,2017M08,2018.0,2017,8,August
Canada,2017M08,15442.0,2017,8,August
China,2017M08,12273.0,2017,8,August
Norway,2017M08,4880.0,2017,8,August
Poland,2017M08,7092.0,2017,8,August
Russia,2017M08,2531.0,2017,8,August
Singapore,2017M08,649.0,2017,8,August
Spain,2017M08,13089.0,2017,8,August
Sourh Korea,2017M08,2287.0,2017,8,August
Switzherland,2017M08,6237.0,2017,8,August
Sweden,2017M08,7101.0,2017,8,August
Taiwan,2017M08,2436.0,2017,8,August
Germany,2017M08,27933.0,2017,8,August
Other Countries,2017M08,17855.0,2017,8,August
Total Passengers,2017M09,261061.0,2017,9,September
Iceland,2017M09,57175.0,2017,9,September
Foreigners,2017M09,203886.0,2017,9,September
Austria,2017M09,1616.0,2017,9,September
Australia / New Zealand,2017M09,4188.0,2017,9,September
U.S.A.,2017M09,57315.0,2017,9,September
Belgium,2017M09,2352.0,2017,9,September
U.K.,2017M09,15779.0,2017,9,September
Denmark,2017M09,5507.0,2017,9,September
Estonia / Latvia / Lithuania,2017M09,2263.0,2017,9,September
Finland,2017M09,2417.0,2017,9,September
France,2017M09,8380.0,2017,9,September
Netherlands,2017M09,4326.0,2017,9,September
Hong Kong,2017M09,1486.0,2017,9,September
India,2017M09,1717.0,2017,9,September
Ireland,2017M09,1193.0,2017,9,September
Israel,2017M09,1155.0,2017,9,September
Italy,2017M09,3190.0,2017,9,September
Japan,2017M09,2547.0,2017,9,September
Canada,2017M09,12353.0,2017,9,September
China,2017M09,6447.0,2017,9,September
Norway,2017M09,4919.0,2017,9,September
Poland,2017M09,6661.0,2017,9,September
Russia,2017M09,1462.0,2017,9,September
Singapore,2017M09,1065.0,2017,9,September
Spain,2017M09,7614.0,2017,9,September
Sourh Korea,2017M09,1019.0,2017,9,September
Switzherland,2017M09,3063.0,2017,9,September
Sweden,2017M09,5457.0,2017,9,September
Taiwan,2017M09,2642.0,2017,9,September
Germany,2017M09,17624.0,2017,9,September
Other Countries,2017M09,18129.0,2017,9,September
Total Passengers,2017M10,241219.0,2017,10,October
Iceland,2017M10,59300.0,2017,10,October
Foreigners,2017M10,181919.0,2017,10,October
Austria,2017M10,758.0,2017,10,October
Australia / New Zealand,2017M10,3671.0,2017,10,October
U.S.A.,2017M10,44969.0,2017,10,October
Belgium,2017M10,960.0,2017,10,October
U.K.,2017M10,26862.0,2017,10,October
Denmark,2017M10,5068.0,2017,10,October
Estonia / Latvia / Lithuania,2017M10,2478.0,2017,10,October
Finland,2017M10,2306.0,2017,10,October
France,2017M10,5609.0,2017,10,October
Netherlands,2017M10,3806.0,2017,10,October
Hong Kong,2017M10,1635.0,2017,10,October
India,2017M10,1979.0,2017,10,October
Ireland,2017M10,3069.0,2017,10,October
Israel,2017M10,1367.0,2017,10,October
Italy,2017M10,1618.0,2017,10,October
Japan,2017M10,1978.0,2017,10,October
Canada,2017M10,8575.0,2017,10,October
China,2017M10,7756.0,2017,10,October
Norway,2017M10,5061.0,2017,10,October
Poland,2017M10,6338.0,2017,10,October
Russia,2017M10,798.0,2017,10,October
Singapore,2017M10,1223.0,2017,10,October
Spain,2017M10,3828.0,2017,10,October
Sourh Korea,2017M10,2427.0,2017,10,October
Switzherland,2017M10,2463.0,2017,10,October
Sweden,2017M10,4025.0,2017,10,October
Taiwan,2017M10,5671.0,2017,10,October
Germany,2017M10,10128.0,2017,10,October
Other Countries,2017M10,15493.0,2017,10,October
Total Passengers,2017M11,196566.0,2017,11,November
Iceland,2017M11,51925.0,2017,11,November
Foreigners,2017M11,144641.0,2017,11,November
Austria,2017M11,551.0,2017,11,November
Australia / New Zealand,2017M11,2591.0,2017,11,November
U.S.A.,2017M11,33629.0,2017,11,November
Belgium,2017M11,1099.0,2017,11,November
U.K.,2017M11,36378.0,2017,11,November
Denmark,2017M11,2615.0,2017,11,November
Estonia / Latvia / Lithuania,2017M11,2042.0,2017,11,November
Finland,2017M11,913.0,2017,11,November
France,2017M11,4635.0,2017,11,November
Netherlands,2017M11,2464.0,2017,11,November
Hong Kong,2017M11,1136.0,2017,11,November
India,2017M11,1065.0,2017,11,November
Ireland,2017M11,3440.0,2017,11,November
Israel,2017M11,218.0,2017,11,November
Italy,2017M11,1998.0,2017,11,November
Japan,2017M11,1783.0,2017,11,November
Canada,2017M11,5253.0,2017,11,November
China,2017M11,2916.0,2017,11,November
Norway,2017M11,2595.0,2017,11,November
Poland,2017M11,5278.0,2017,11,November
Russia,2017M11,617.0,2017,11,November
Singapore,2017M11,1236.0,2017,11,November
Spain,2017M11,3265.0,2017,11,November
Sourh Korea,2017M11,1348.0,2017,11,November
Switzherland,2017M11,746.0,2017,11,November
Sweden,2017M11,3154.0,2017,11,November
Taiwan,2017M11,2039.0,2017,11,November
Germany,2017M11,6307.0,2017,11,November
Other Countries,2017M11,13330.0,2017,11,November
Total Passengers,2017M12,180561.0,2017,12,December
Iceland,2017M12,45321.0,2017,12,December
Foreigners,2017M12,135240.0,2017,12,December
Austria,2017M12,398.0,2017,12,December
Australia / New Zealand,2017M12,3307.0,2017,12,December
U.S.A.,2017M12,26401.0,2017,12,December
Belgium,2017M12,750.0,2017,12,December
U.K.,2017M12,33371.0,2017,12,December
Denmark,2017M12,2338.0,2017,12,December
Estonia / Latvia / Lithuania,2017M12,2837.0,2017,12,December
Finland,2017M12,911.0,2017,12,December
France,2017M12,3745.0,2017,12,December
Netherlands,2017M12,2113.0,2017,12,December
Hong Kong,2017M12,1370.0,2017,12,December
India,2017M12,1238.0,2017,12,December
Ireland,2017M12,1771.0,2017,12,December
Israel,2017M12,183.0,2017,12,December
Italy,2017M12,1696.0,2017,12,December
Japan,2017M12,1864.0,2017,12,December
Canada,2017M12,3394.0,2017,12,December
China,2017M12,10188.0,2017,12,December
Norway,2017M12,1641.0,2017,12,December
Poland,2017M12,6994.0,2017,12,December
Russia,2017M12,329.0,2017,12,December
Singapore,2017M12,1988.0,2017,12,December
Spain,2017M12,3307.0,2017,12,December
Sourh Korea,2017M12,1614.0,2017,12,December
Switzherland,2017M12,604.0,2017,12,December
Sweden,2017M12,1990.0,2017,12,December
Taiwan,2017M12,1364.0,2017,12,December
Germany,2017M12,4108.0,2017,12,December
Other Countries,2017M12,13426.0,2017,12,December
Total Passengers,2018M01,186636.0,2018,1,January
Iceland,2018M01,39067.0,2018,1,January
Foreigners,2018M01,147569.0,2018,1,January
Austria,2018M01,552.0,2018,1,January
Australia / New Zealand,2018M01,4063.0,2018,1,January
U.S.A.,2018M01,33501.0,2018,1,January
Belgium,2018M01,1090.0,2018,1,January
U.K.,2018M01,37999.0,2018,1,January
Denmark,2018M01,2671.0,2018,1,January
Estonia / Latvia / Lithuania,2018M01,1713.0,2018,1,January
Finland,2018M01,793.0,2018,1,January
France,2018M01,5446.0,2018,1,January
Netherlands,2018M01,2609.0,2018,1,January
Hong Kong,2018M01,1128.0,2018,1,January
India,2018M01,867.0,2018,1,January
Ireland,2018M01,2670.0,2018,1,January
Israel,2018M01,128.0,2018,1,January
Italy,2018M01,2073.0,2018,1,January
Japan,2018M01,2495.0,2018,1,January
Canada,2018M01,3938.0,2018,1,January
China,2018M01,6526.0,2018,1,January
Norway,2018M01,1943.0,2018,1,January
Poland,2018M01,5511.0,2018,1,January
Russia,2018M01,639.0,2018,1,January
Singapore,2018M01,606.0,2018,1,January
Spain,2018M01,3071.0,2018,1,January
Sourh Korea,2018M01,1842.0,2018,1,January
Switzherland,2018M01,938.0,2018,1,January
Sweden,2018M01,2296.0,2018,1,January
Taiwan,2018M01,1615.0,2018,1,January
Germany,2018M01,6168.0,2018,1,January
Other Countries,2018M01,12678.0,2018,1,January
Total Passengers,2018M02,200300.0,2018,2,February
Iceland,2018M02,40222.0,2018,2,February
Foreigners,2018M02,160078.0,2018,2,February
Austria,2018M02,784.0,2018,2,February
Australia / New Zealand,2018M02,2239.0,2018,2,February
U.S.A.,2018M02,30526.0,2018,2,February
Belgium,2018M02,1465.0,2018,2,February
U.K.,2018M02,46931.0,2018,2,February
Denmark,2018M02,2886.0,2018,2,February
Estonia / Latvia / Lithuania,2018M02,1968.0,2018,2,February
Finland,2018M02,991.0,2018,2,February
France,2018M02,6699.0,2018,2,February
Netherlands,2018M02,2652.0,2018,2,February
Hong Kong,2018M02,1542.0,2018,2,February
India,2018M02,949.0,2018,2,February
Ireland,2018M02,3109.0,2018,2,February
Israel,2018M02,200.0,2018,2,February
Italy,2018M02,2315.0,2018,2,February
Japan,2018M02,2396.0,2018,2,February
Canada,2018M02,4018.0,2018,2,February
China,2018M02,8587.0,2018,2,February
Norway,2018M02,2334.0,2018,2,February
Poland,2018M02,5958.0,2018,2,February
Russia,2018M02,564.0,2018,2,February
Singapore,2018M02,680.0,2018,2,February
Spain,2018M02,3587.0,2018,2,February
Sourh Korea,2018M02,1447.0,2018,2,February
Switzherland,2018M02,1196.0,2018,2,February
Sweden,2018M02,1914.0,2018,2,February
Taiwan,2018M02,3006.0,2018,2,February
Germany,2018M02,6885.0,2018,2,February
Other Countries,2018M02,12250.0,2018,2,February
Total Passengers,2018M03,229828.0,2018,3,March
Iceland,2018M03,56767.0,2018,3,March
Foreigners,2018M03,173061.0,2018,3,March
Austria,2018M03,756.0,2018,3,March
Australia / New Zealand,2018M03,2206.0,2018,3,March
U.S.A.,2018M03,41904.0,2018,3,March
Belgium,2018M03,1089.0,2018,3,March
U.K.,2018M03,35044.0,2018,3,March
Denmark,2018M03,4401.0,2018,3,March
Estonia / Latvia / Lithuania,2018M03,2644.0,2018,3,March
Finland,2018M03,1175.0,2018,3,March
France,2018M03,8241.0,2018,3,March
Netherlands,2018M03,3516.0,2018,3,March
Hong Kong,2018M03,1709.0,2018,3,March
India,2018M03,1245.0,2018,3,March
Ireland,2018M03,2934.0,2018,3,March
Israel,2018M03,214.0,2018,3,March
Italy,2018M03,4163.0,2018,3,March
Japan,2018M03,1864.0,2018,3,March
Canada,2018M03,6177.0,2018,3,March
China,2018M03,4169.0,2018,3,March
Norway,2018M03,2919.0,2018,3,March
Poland,2018M03,6845.0,2018,3,March
Russia,2018M03,762.0,2018,3,March
Singapore,2018M03,1096.0,2018,3,March
Spain,2018M03,4281.0,2018,3,March
Sourh Korea,2018M03,1130.0,2018,3,March
Switzherland,2018M03,1126.0,2018,3,March
Sweden,2018M03,2745.0,2018,3,March
Taiwan,2018M03,3257.0,2018,3,March
Germany,2018M03,9174.0,2018,3,March
Other Countries,2018M03,16275.0,2018,3,March
Total Passengers,2018M04,200324.0,2018,4,April
Iceland,2018M04,52773.0,2018,4,April
Foreigners,2018M04,147551.0,2018,4,April
Austria,2018M04,761.0,2018,4,April
Australia / New Zealand,2018M04,2125.0,2018,4,April
U.S.A.,2018M04,36274.0,2018,4,April
Belgium,2018M04,1413.0,2018,4,April
U.K.,2018M04,22841.0,2018,4,April
Denmark,2018M04,4847.0,2018,4,April
Estonia / Latvia / Lithuania,2018M04,2350.0,2018,4,April
Finland,2018M04,2324.0,2018,4,April
France,2018M04,6073.0,2018,4,April
Netherlands,2018M04,2749.0,2018,4,April
Hong Kong,2018M04,1007.0,2018,4,April
India,2018M04,1470.0,2018,4,April
Ireland,2018M04,2342.0,2018,4,April
Israel,2018M04,297.0,2018,4,April
Italy,2018M04,2323.0,2018,4,April
Japan,2018M04,691.0,2018,4,April
Canada,2018M04,6308.0,2018,4,April
China,2018M04,2458.0,2018,4,April
Norway,2018M04,4393.0,2018,4,April
Poland,2018M04,7218.0,2018,4,April
Russia,2018M04,653.0,2018,4,April
Singapore,2018M04,731.0,2018,4,April
Spain,2018M04,4398.0,2018,4,April
Sourh Korea,2018M04,881.0,2018,4,April
Switzherland,2018M04,1791.0,2018,4,April
Sweden,2018M04,4622.0,2018,4,April
Taiwan,2018M04,2140.0,2018,4,April
Germany,2018M04,8012.0,2018,4,April
Other Countries,2018M04,14059.0,2018,4,April
Total Passengers,2018M05,228076.0,2018,5,May
Iceland,2018M05,62836.0,2018,5,May
Foreigners,2018M05,165240.0,2018,5,May
Austria,2018M05,834.0,2018,5,May
Australia / New Zealand,2018M05,2304.0,2018,5,May
U.S.A.,2018M05,51608.0,2018,5,May
Belgium,2018M05,1139.0,2018,5,May
U.K.,2018M05,10651.0,2018,5,May
Denmark,2018M05,4125.0,2018,5,May
Estonia / Latvia / Lithuania,2018M05,2430.0,2018,5,May
Finland,2018M05,2796.0,2018,5,May
France,2018M05,8192.0,2018,5,May
Netherlands,2018M05,4868.0,2018,5,May
Hong Kong,2018M05,563.0,2018,5,May
India,2018M05,1849.0,2018,5,May
Ireland,2018M05,1035.0,2018,5,May
Israel,2018M05,458.0,2018,5,May
Italy,2018M05,2473.0,2018,5,May
Japan,2018M05,703.0,2018,5,May
Canada,2018M05,9581.0,2018,5,May
China,2018M05,3891.0,2018,5,May
Norway,2018M05,5218.0,2018,5,May
Poland,2018M05,8890.0,2018,5,May
Russia,2018M05,1428.0,2018,5,May
Singapore,2018M05,572.0,2018,5,May
Spain,2018M05,3815.0,2018,5,May
Sourh Korea,2018M05,975.0,2018,5,May
Switzherland,2018M05,1784.0,2018,5,May
Sweden,2018M05,5448.0,2018,5,May
Taiwan,2018M05,1244.0,2018,5,May
Germany,2018M05,11921.0,2018,5,May
Other Countries,2018M05,14445.0,2018,5,May
Total Passengers,2018M06,305082.0,2018,6,June
Iceland,2018M06,71208.0,2018,6,June
Foreigners,2018M06,233874.0,2018,6,June
Austria,2018M06,1492.0,2018,6,June
Australia / New Zealand,2018M06,3626.0,2018,6,June
U.S.A.,2018M06,92879.0,2018,6,June
Belgium,2018M06,1846.0,2018,6,June
U.K.,2018M06,12846.0,2018,6,June
Denmark,2018M06,4134.0,2018,6,June
Estonia / Latvia / Lithuania,2018M06,3140.0,2018,6,June
Finland,2018M06,2641.0,2018,6,June
France,2018M06,9907.0,2018,6,June
Netherlands,2018M06,4084.0,2018,6,June
Hong Kong,2018M06,1184.0,2018,6,June
India,2018M06,2246.0,2018,6,June
Ireland,2018M06,1350.0,2018,6,June
Israel,2018M06,829.0,2018,6,June
Italy,2018M06,3641.0,2018,6,June
Japan,2018M06,878.0,2018,6,June
Canada,2018M06,11446.0,2018,6,June
China,2018M06,8465.0,2018,6,June
Norway,2018M06,4279.0,2018,6,June
Poland,2018M06,9480.0,2018,6,June
Russia,2018M06,1612.0,2018,6,June
Singapore,2018M06,1268.0,2018,6,June
Spain,2018M06,4601.0,2018,6,June
Sourh Korea,2018M06,1131.0,2018,6,June
Switzherland,2018M06,2986.0,2018,6,June
Sweden,2018M06,5535.0,2018,6,June
Taiwan,2018M06,2780.0,2018,6,June
Germany,2018M06,16363.0,2018,6,June
Other Countries,2018M06,17205.0,2018,6,June
Total Passengers,2018M07,344852.0,2018,7,July
Iceland,2018M07,66239.0,2018,7,July
Foreigners,2018M07,278613.0,2018,7,July
Austria,2018M07,3511.0,2018,7,July
Australia / New Zealand,2018M07,4117.0,2018,7,July
U.S.A.,2018M07,102709.0,2018,7,July
Belgium,2018M07,3814.0,2018,7,July
U.K.,2018M07,14353.0,2018,7,July
Denmark,2018M07,7639.0,2018,7,July
Estonia / Latvia / Lithuania,2018M07,3561.0,2018,7,July
Finland,2018M07,2691.0,2018,7,July
France,2018M07,12605.0,2018,7,July
Netherlands,2018M07,5357.0,2018,7,July
Hong Kong,2018M07,1291.0,2018,7,July
India,2018M07,2050.0,2018,7,July
Ireland,2018M07,1221.0,2018,7,July
Israel,2018M07,2041.0,2018,7,July
Italy,2018M07,5645.0,2018,7,July
Japan,2018M07,962.0,2018,7,July
Canada,2018M07,12568.0,2018,7,July
China,2018M07,9589.0,2018,7,July
Norway,2018M07,5684.0,2018,7,July
Poland,2018M07,10168.0,2018,7,July
Russia,2018M07,2055.0,2018,7,July
Singapore,2018M07,632.0,2018,7,July
Spain,2018M07,8174.0,2018,7,July
Sourh Korea,2018M07,1786.0,2018,7,July
Switzherland,2018M07,5484.0,2018,7,July
Sweden,2018M07,7298.0,2018,7,July
Taiwan,2018M07,2560.0,2018,7,July
Germany,2018M07,20595.0,2018,7,July
Other Countries,2018M07,18453.0,2018,7,July
Total Passengers,2018M08,347475.0,2018,8,August
Iceland,2018M08,56131.0,2018,8,August
Foreigners,2018M08,291344.0,2018,8,August
Austria,2018M08,3189.0,2018,8,August
Australia / New Zealand,2018M08,3880.0,2018,8,August
U.S.A.,2018M08,97434.0,2018,8,August
Belgium,2018M08,3257.0,2018,8,August
U.K.,2018M08,14533.0,2018,8,August
Denmark,2018M08,5741.0,2018,8,August
Estonia / Latvia / Lithuania,2018M08,3026.0,2018,8,August
Finland,2018M08,1927.0,2018,8,August
France,2018M08,17774.0,2018,8,August
Netherlands,2018M08,6336.0,2018,8,August
Hong Kong,2018M08,1290.0,2018,8,August
India,2018M08,1661.0,2018,8,August
Ireland,2018M08,1358.0,2018,8,August
Israel,2018M08,2825.0,2018,8,August
Italy,2018M08,12515.0,2018,8,August
Japan,2018M08,1971.0,2018,8,August
Canada,2018M08,13407.0,2018,8,August
China,2018M08,12219.0,2018,8,August
Norway,2018M08,4693.0,2018,8,August
Poland,2018M08,9132.0,2018,8,August
Russia,2018M08,3105.0,2018,8,August
Singapore,2018M08,633.0,2018,8,August
Spain,2018M08,12854.0,2018,8,August
Sourh Korea,2018M08,2254.0,2018,8,August
Switzherland,2018M08,5231.0,2018,8,August
Sweden,2018M08,6058.0,2018,8,August
Taiwan,2018M08,1877.0,2018,8,August
Germany,2018M08,21830.0,2018,8,August
Other Countries,2018M08,19334.0,2018,8,August
Total Passengers,2018M09,289502.0,2018,9,September
Iceland,2018M09,57821.0,2018,9,September
Foreigners,2018M09,231681.0,2018,9,September
Austria,2018M09,1660.0,2018,9,September
Australia / New Zealand,2018M09,4445.0,2018,9,September
U.S.A.,2018M09,82346.0,2018,9,September
Belgium,2018M09,2966.0,2018,9,September
U.K.,2018M09,13530.0,2018,9,September
Denmark,2018M09,4714.0,2018,9,September
Estonia / Latvia / Lithuania,2018M09,2738.0,2018,9,September
Finland,2018M09,1892.0,2018,9,September
France,2018M09,7349.0,2018,9,September
Netherlands,2018M09,4025.0,2018,9,September
Hong Kong,2018M09,1444.0,2018,9,September
India,2018M09,2140.0,2018,9,September
Ireland,2018M09,1122.0,2018,9,September
Israel,2018M09,2093.0,2018,9,September
Italy,2018M09,3927.0,2018,9,September
Japan,2018M09,2019.0,2018,9,September
Canada,2018M09,12590.0,2018,9,September
China,2018M09,8243.0,2018,9,September
Norway,2018M09,4267.0,2018,9,September
Poland,2018M09,8094.0,2018,9,September
Russia,2018M09,1891.0,2018,9,September
Singapore,2018M09,746.0,2018,9,September
Spain,2018M09,9508.0,2018,9,September
Sourh Korea,2018M09,1517.0,2018,9,September
Switzherland,2018M09,3168.0,2018,9,September
Sweden,2018M09,4962.0,2018,9,September
Taiwan,2018M09,2789.0,2018,9,September
Germany,2018M09,16310.0,2018,9,September
Other Countries,2018M09,19186.0,2018,9,September
Total Passengers,2018M10,263587.0,2018,10,October
Iceland,2018M10,63961.0,2018,10,October
Foreigners,2018M10,199626.0,2018,10,October
Austria,2018M10,661.0,2018,10,October
Australia / New Zealand,2018M10,3496.0,2018,10,October
U.S.A.,2018M10,60976.0,2018,10,October
Belgium,2018M10,809.0,2018,10,October
U.K.,2018M10,24657.0,2018,10,October
Denmark,2018M10,4884.0,2018,10,October
Estonia / Latvia / Lithuania,2018M10,2609.0,2018,10,October
Finland,2018M10,1827.0,2018,10,October
France,2018M10,6034.0,2018,10,October
Netherlands,2018M10,3603.0,2018,10,October
Hong Kong,2018M10,1712.0,2018,10,October
India,2018M10,2310.0,2018,10,October
Ireland,2018M10,2972.0,2018,10,October
Israel,2018M10,755.0,2018,10,October
Italy,2018M10,2300.0,2018,10,October
Japan,2018M10,1882.0,2018,10,October
Canada,2018M10,10218.0,2018,10,October
China,2018M10,8663.0,2018,10,October
Norway,2018M10,4058.0,2018,10,October
Poland,2018M10,7277.0,2018,10,October
Russia,2018M10,784.0,2018,10,October
Singapore,2018M10,1067.0,2018,10,October
Spain,2018M10,5083.0,2018,10,October
Sourh Korea,2018M10,1435.0,2018,10,October
Switzherland,2018M10,2760.0,2018,10,October
Sweden,2018M10,3521.0,2018,10,October
Taiwan,2018M10,3378.0,2018,10,October
Germany,2018M10,11164.0,2018,10,October
Other Countries,2018M10,18731.0,2018,10,October
Total Passengers,2018M11,201503.0,2018,11,November
Iceland,2018M11,51445.0,2018,11,November
Foreigners,2018M11,150058.0,2018,11,November
Austria,2018M11,594.0,2018,11,November
Australia / New Zealand,2018M11,2342.0,2018,11,November
U.S.A.,2018M11,36530.0,2018,11,November
Belgium,2018M11,1395.0,2018,11,November
U.K.,2018M11,34291.0,2018,11,November
Denmark,2018M11,2868.0,2018,11,November
Estonia / Latvia / Lithuania,2018M11,1719.0,2018,11,November
Finland,2018M11,1030.0,2018,11,November
France,2018M11,4765.0,2018,11,November
Netherlands,2018M11,2464.0,2018,11,November
Hong Kong,2018M11,1192.0,2018,11,November
India,2018M11,1447.0,2018,11,November
Ireland,2018M11,3167.0,2018,11,November
Israel,2018M11,92.0,2018,11,November
Italy,2018M11,3150.0,2018,11,November
Japan,2018M11,1587.0,2018,11,November
Canada,2018M11,6004.0,2018,11,November
China,2018M11,3453.0,2018,11,November
Norway,2018M11,2337.0,2018,11,November
Poland,2018M11,5427.0,2018,11,November
Russia,2018M11,487.0,2018,11,November
Singapore,2018M11,1201.0,2018,11,November
Spain,2018M11,3553.0,2018,11,November
Sourh Korea,2018M11,1180.0,2018,11,November
Switzherland,2018M11,1079.0,2018,11,November
Sweden,2018M11,3193.0,2018,11,November
Taiwan,2018M11,2192.0,2018,11,November
Germany,2018M11,6280.0,2018,11,November
Other Countries,2018M11,15039.0,2018,11,November
Total Passengers,2018M12,186853.0,2018,12,December
Iceland,2018M12,49623.0,2018,12,December
Foreigners,2018M12,137230.0,2018,12,December
Austria,2018M12,326.0,2018,12,December
Australia / New Zealand,2018M12,2930.0,2018,12,December
U.S.A.,2018M12,28127.0,2018,12,December
Belgium,2018M12,745.0,2018,12,December
U.K.,2018M12,30287.0,2018,12,December
Denmark,2018M12,2109.0,2018,12,December
Estonia / Latvia / Lithuania,2018M12,2772.0,2018,12,December
Finland,2018M12,880.0,2018,12,December
France,2018M12,4139.0,2018,12,December
Netherlands,2018M12,2116.0,2018,12,December
Hong Kong,2018M12,1483.0,2018,12,December
India,2018M12,1349.0,2018,12,December
Ireland,2018M12,2042.0,2018,12,December
Israel,2018M12,84.0,2018,12,December
Italy,2018M12,1876.0,2018,12,December
Japan,2018M12,1689.0,2018,12,December
Canada,2018M12,3460.0,2018,12,December
China,2018M12,13232.0,2018,12,December
Norway,2018M12,1610.0,2018,12,December
Poland,2018M12,7463.0,2018,12,December
Russia,2018M12,302.0,2018,12,December
Singapore,2018M12,1340.0,2018,12,December
Spain,2018M12,2664.0,2018,12,December
Sourh Korea,2018M12,1444.0,2018,12,December
Switzherland,2018M12,1019.0,2018,12,December
Sweden,2018M12,1724.0,2018,12,December
Taiwan,2018M12,1635.0,2018,12,December
Germany,2018M12,4453.0,2018,12,December
Other Countries,2018M12,13930.0,2018,12,December
Total Passengers,2019M01,179640.0,2019,1,January
Iceland,2019M01,40585.0,2019,1,January
Foreigners,2019M01,139055.0,2019,1,January
Austria,2019M01,486.0,2019,1,January
Australia / New Zealand,2019M01,3596.0,2019,1,January
U.S.A.,2019M01,29524.0,2019,1,January
Belgium,2019M01,1047.0,2019,1,January
U.K.,2019M01,34719.0,2019,1,January
Denmark,2019M01,2758.0,2019,1,January
Estonia / Latvia / Lithuania,2019M01,1620.0,2019,1,January
Finland,2019M01,866.0,2019,1,January
France,2019M01,5414.0,2019,1,January
Netherlands,2019M01,2413.0,2019,1,January
Hong Kong,2019M01,957.0,2019,1,January
India,2019M01,1051.0,2019,1,January
Ireland,2019M01,2495.0,2019,1,January
Israel,2019M01,81.0,2019,1,January
Italy,2019M01,2651.0,2019,1,January
Japan,2019M01,2267.0,2019,1,January
Canada,2019M01,3506.0,2019,1,January
China,2019M01,7728.0,2019,1,January
Norway,2019M01,2095.0,2019,1,January
Poland,2019M01,5250.0,2019,1,January
Russia,2019M01,429.0,2019,1,January
Singapore,2019M01,411.0,2019,1,January
Spain,2019M01,2879.0,2019,1,January
Sourh Korea,2019M01,1652.0,2019,1,January
Switzherland,2019M01,1314.0,2019,1,January
Sweden,2019M01,2030.0,2019,1,January
Taiwan,2019M01,1500.0,2019,1,January
Germany,2019M01,6641.0,2019,1,January
Other Countries,2019M01,11675.0,2019,1,January
Total Passengers,2019M02,189579.0,2019,2,February
Iceland,2019M02,40575.0,2019,2,February
Foreigners,2019M02,149004.0,2019,2,February
Austria,2019M02,920.0,2019,2,February
Australia / New Zealand,2019M02,1921.0,2019,2,February
U.S.A.,2019M02,24727.0,2019,2,February
Belgium,2019M02,1190.0,2019,2,February
U.K.,2019M02,42715.0,2019,2,February
Denmark,2019M02,2929.0,2019,2,February
Estonia / Latvia / Lithuania,2019M02,1451.0,2019,2,February
Finland,2019M02,894.0,2019,2,February
France,2019M02,6787.0,2019,2,February
Netherlands,2019M02,2529.0,2019,2,February
Hong Kong,2019M02,1578.0,2019,2,February
India,2019M02,1065.0,2019,2,February
Ireland,2019M02,3502.0,2019,2,February
Israel,2019M02,100.0,2019,2,February
Italy,2019M02,3272.0,2019,2,February
Japan,2019M02,1917.0,2019,2,February
Canada,2019M02,4181.0,2019,2,February
China,2019M02,9829.0,2019,2,February
Norway,2019M02,1968.0,2019,2,February
Poland,2019M02,5758.0,2019,2,February
Russia,2019M02,453.0,2019,2,February
Singapore,2019M02,506.0,2019,2,February
Spain,2019M02,3150.0,2019,2,February
Sourh Korea,2019M02,1555.0,2019,2,February
Switzherland,2019M02,1268.0,2019,2,February
Sweden,2019M02,1727.0,2019,2,February
Taiwan,2019M02,2257.0,2019,2,February
Germany,2019M02,6893.0,2019,2,February
Other Countries,2019M02,11962.0,2019,2,February
Total Passengers,2019M03,213448.0,2019,3,March
